Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Gavin Brown,17,2.07,3,21,Marketing,Junior
Manny Davis,14,1.09,1,49,Engineering,Junior
Abby Miller,14,2.96,2,16,Computer Science,Senior
Josh Jones,15,1.18,2,25,Construction,Junior
Dutch Smith,16,4.2,0,55,Business,Sophomore
Kelsey Thomas,18,2.58,3,6,Computer Science,Sophomore
Gavin Taylor,16,0.38,0,5,Engineering,Sophomore
Nate Johnson,19,2.25,1,57,Marketing,Junior
Sam Wilson,16,1.69,0,44,Computer Science,Sophomore
Sujay Miller,16,1.28,3,58,Early College,Junior
Avery Jones,14,1.32,0,6,Engineering,Freshman
Abby Williams,16,3.19,2,5,Construction,Junior
Gavin Martinez,17,0.5,2,23,Bio Med,Senior
Avery Anderson,19,0.34,2,53,Criminal Justice,Sophomore
Gavin Williams,16,4.23,2,28,Business,Freshman
Gavin Thomas,15,0.42,3,44,Criminal Justice,Freshman
Gavin Martin,15,1.79,1,4,Bio Med,Senior
Vihaan Brown,18,2.7,2,4,Early Childhood Education,Junior
Gavin Garcia,19,2.95,1,23,Computer Science,Freshman
Vihaan Garcia,14,3.62,3,32,Business,Junior
Avery Martin,17,3.63,3,28,Engineering,Freshman
Manny Brown,19,2.71,1,46,Culinary,Sophomore
Abby Jackson,18,1.1,1,14,Early Childhood Education,Junior
Emm Lopez,18,4.36,2,13,Business,Freshman
Azria Miller,18,1.09,3,58,Business,Sophomore
Alice Williams,18,2.05,0,51,Culinary,Sophomore
Josh Lopez,17,1.8,3,1,Computer Science,Sophomore
Kelsey Martinez,15,4.24,1,59,Business,Sophomore
Cal Rodriguez,18,1.44,0,17,Engineering,Freshman
Sam Jones,18,1.33,0,13,Marketing,Senior
Abby Gonzalez,17,4.28,1,60,Culinary,Freshman
Vihaan Anderson,15,3.07,1,54,Computer Science,Junior
Vihaan Jackson,19,2.52,3,6,Bio Med,Sophomore
Gavin Martinez,15,3.14,0,48,Construction,Senior
Dutch Jones,18,4.1,0,47,Engineering,Freshman
Cal Anderson,19,1.33,1,23,Computer Science,Sophomore
Avery Smith,17,4.06,0,10,Early Childhood Education,Sophomore
Alice Jackson,14,1.9,2,13,Engineering,Senior
Joe Anderson,17,2.68,0,54,Bio Med,Junior
Azria Smith,19,2.12,1,44,Early Childhood Education,Senior
Gavin Hernandez,19,4.38,1,32,Early Childhood Education,Freshman
Azria Miller,14,0.31,3,58,Computer Science,Sophomore
Cal Jackson,19,1.42,1,53,Marketing,Sophomore
Gavin Davis,14,4.1,3,0,Bio Med,Senior
Josh Martin,15,3.74,2,5,Engineering,Freshman
Gavin Gonzalez,14,2.28,2,37,Criminal Justice,Junior
Cal Rodriguez,17,2.78,3,34,Criminal Justice,Freshman
Azria Garcia,15,3.09,3,49,Criminal Justice,Senior
Emm Lopez,15,1.26,0,17,Business,Sophomore
Josh Martinez,16,1.59,1,37,Construction,Sophomore
Manny Lopez,18,4.04,2,51,Bio Med,Senior
Cal Davis,17,2.51,3,53,Engineering,Sophomore
Azria Miller,16,1.89,1,32,Early College,Freshman
Kelsey Martinez,19,4.0,1,30,Bio Med,Junior
Kelsey Miller,19,3.0,1,46,Business,Senior
Avery Rodriguez,18,4.18,2,37,Culinary,Senior
Josh Anderson,17,2.15,1,24,Culinary,Freshman
Azria Rodriguez,14,0.59,2,34,Early Childhood Education,Freshman
Vihaan Davis,17,0.5,0,30,Construction,Sophomore
Avery Jones,16,0.56,1,53,Business,Freshman
Sam Hernandez,15,3.3,3,11,Early College,Junior
Sujay Brown,14,2.64,0,60,Early College,Freshman
Cal Hernandez,16,1.88,2,18,Marketing,Senior
Alice Jones,19,3.0,3,14,Engineering,Junior
Josh Hernandez,17,3.57,0,11,Bio Med,Junior
Josh Jackson,14,3.07,0,1,Business,Junior
Josh Jones,15,3.63,2,30,Construction,Junior
Azria Martin,19,2.29,3,14,Culinary,Sophomore
Joe Davis,19,0.88,3,31,Early College,Senior
Alice Jackson,16,2.42,0,23,Construction,Sophomore
Alice Martin,16,2.44,0,0,Computer Science,Senior
Manny Hernandez,16,2.76,1,52,Early Childhood Education,Sophomore
Dutch Brown,18,2.91,3,37,Marketing,Senior
Vihaan Anderson,15,2.05,2,39,Engineering,Junior
Azria Gonzalez,15,3.41,0,30,Criminal Justice,Freshman
Avery Johnson,17,2.44,3,28,Early College,Junior
Cal Brown,19,2.44,0,19,Criminal Justice,Freshman
Emm Rodriguez,15,1.46,0,31,Marketing,Senior
Alice Brown,15,0.65,2,20,Construction,Freshman
Kelsey Anderson,19,4.0,0,10,Construction,Junior
Abby Martinez,16,2.03,0,13,Culinary,Senior
Manny Smith,17,2.73,1,37,Criminal Justice,Freshman
Abby Martinez,14,2.15,0,3,Engineering,Sophomore
Nate Davis,14,3.19,3,48,Culinary,Junior
Azria Smith,19,2.66,3,52,Early Childhood Education,Sophomore
Joe Brown,17,3.17,2,12,Early Childhood Education,Sophomore
Alice Martinez,18,3.16,3,47,Construction,Sophomore
Sam Johnson,18,0.99,0,16,Engineering,Freshman
Abby Lopez,16,1.85,0,14,Construction,Senior
Joe Lopez,15,3.21,1,13,Bio Med,Senior
Josh Martin,18,2.05,2,41,Marketing,Junior
Alice Miller,19,3.83,2,32,Criminal Justice,Junior
Emm Rodriguez,14,0.46,3,3,Early Childhood Education,Sophomore
Josh Davis,16,2.63,0,7,Business,Senior
Manny Taylor,16,3.43,0,57,Computer Science,Junior
Alice Brown,18,2.96,2,4,Early College,Senior
Gavin Johnson,17,3.71,3,26,Engineering,Senior
Kelsey Smith,14,0.35,3,46,Business,Junior
Gavin Anderson,15,3.52,1,44,Criminal Justice,Sophomore
Avery Wilson,18,3.0,1,46,Business,Sophomore
Gavin Miller,17,3.24,2,18,Engineering,Freshman
Sam Hernandez,16,1.73,0,49,Marketing,Junior
Josh Martinez,19,3.19,0,39,Bio Med,Senior
Josh Wilson,15,1.15,3,55,Construction,Junior
Abby Rodriguez,18,2.32,2,57,Criminal Justice,Sophomore
Gavin Brown,14,3.68,2,4,Computer Science,Sophomore
Manny Wilson,16,2.71,1,35,Bio Med,Freshman
Alice Hernandez,14,2.52,1,32,Early Childhood Education,Senior
Sujay Wilson,17,1.65,0,36,Culinary,Junior
Joe Rodriguez,17,4.32,0,40,Early College,Senior
Gavin Lopez,17,3.16,1,19,Computer Science,Senior
Vihaan Davis,16,1.34,2,4,Computer Science,Junior
Azria Davis,18,3.46,1,2,Culinary,Freshman
Nate Williams,19,3.24,2,55,Marketing,Junior
Sujay Martinez,17,2.02,1,14,Computer Science,Senior
Manny Gonzalez,17,3.87,2,16,Culinary,Senior
Abby Martin,15,2.61,2,14,Business,Senior
Manny Johnson,16,4.27,1,58,Computer Science,Sophomore
Azria Jackson,16,0.57,2,30,Early Childhood Education,Junior
Alice Jones,18,2.76,0,37,Marketing,Senior
Sam Smith,15,1.23,3,49,Engineering,Freshman
Sujay Hernandez,16,3.69,2,30,Business,Sophomore
Sujay Davis,17,1.62,3,7,Engineering,Sophomore
Vihaan Miller,14,1.6,0,43,Construction,Sophomore
Avery Miller,18,3.98,0,5,Marketing,Senior
Cal Martinez,15,1.33,2,13,Culinary,Freshman
Sam Gonzalez,17,2.14,1,53,Early Childhood Education,Senior
Alice Anderson,19,2.85,0,34,Early College,Senior
Joe Anderson,15,2.53,2,14,Engineering,Junior
Gavin Johnson,16,2.93,1,3,Criminal Justice,Senior
Vihaan Smith,14,2.51,1,51,Construction,Freshman
Dutch Jones,17,3.38,0,9,Early Childhood Education,Junior
Josh Johnson,15,0.73,0,59,Early Childhood Education,Sophomore
Azria Moore,17,2.55,3,55,Criminal Justice,Freshman
Alice Jones,16,3.66,2,3,Marketing,Senior
Cal Taylor,18,1.3,1,56,Business,Sophomore
Gavin Wilson,16,3.93,2,19,Bio Med,Freshman
Vihaan Jones,15,4.2,1,45,Computer Science,Sophomore
Avery Martinez,19,1.11,3,53,Criminal Justice,Senior
Alice Lopez,19,4.08,3,47,Early College,Sophomore
Nate Brown,17,0.38,1,19,Business,Freshman
Sujay Hernandez,17,3.5,1,9,Marketing,Freshman
Emm Martin,17,0.91,0,0,Early College,Senior
Sam Martin,18,2.99,2,29,Culinary,Freshman
Avery Smith,16,1.59,1,57,Construction,Junior
Sujay Thomas,14,3.25,1,17,Early Childhood Education,Sophomore
Abby Jackson,19,4.27,2,59,Business,Freshman
Alice Williams,16,3.74,2,33,Bio Med,Freshman
Dutch Martin,14,3.27,2,12,Early Childhood Education,Sophomore
Cal Gonzalez,15,4.26,3,60,Culinary,Sophomore
Manny Moore,14,1.53,0,39,Bio Med,Freshman
Nate Martin,16,0.39,0,52,Culinary,Senior
Vihaan Smith,17,2.15,2,43,Bio Med,Senior
Vihaan Taylor,14,3.6,2,16,Business,Sophomore
Abby Smith,17,2.49,0,24,Early College,Freshman
Manny Johnson,18,0.59,2,21,Early College,Senior
Dutch Taylor,14,0.58,0,3,Marketing,Freshman
Alice Hernandez,19,0.38,0,22,Engineering,Sophomore
Joe Gonzalez,14,0.62,2,18,Engineering,Junior
Emm Rodriguez,19,1.64,1,13,Early Childhood Education,Freshman
Sam Taylor,15,3.71,3,17,Computer Science,Freshman
Alice Wilson,19,1.49,0,46,Bio Med,Sophomore
Sam Jones,18,1.43,3,34,Computer Science,Junior
Josh Moore,16,3.07,3,8,Computer Science,Sophomore
Joe Thomas,14,3.84,3,41,Early College,Junior
Kelsey Thomas,19,0.83,2,19,Business,Sophomore
Dutch Smith,16,1.15,2,33,Business,Freshman
Emm Hernandez,18,1.29,2,43,Computer Science,Sophomore
Sam Moore,14,1.33,2,37,Criminal Justice,Freshman
Sam Hernandez,19,0.95,0,34,Early Childhood Education,Junior
Sam Martinez,15,3.9,3,28,Construction,Junior
Sujay Rodriguez,18,0.47,2,12,Engineering,Junior
Cal Taylor,15,0.74,2,29,Bio Med,Sophomore
Nate Thomas,15,4.13,2,6,Business,Sophomore
Josh Smith,15,0.99,1,23,Engineering,Freshman
Avery Jones,18,3.79,0,57,Criminal Justice,Junior
Manny Anderson,17,1.4,3,56,Business,Senior
Abby Martinez,15,1.16,2,44,Culinary,Freshman
Abby Martin,19,3.39,2,54,Marketing,Junior
Dutch Lopez,17,2.45,1,49,Engineering,Senior
Dutch Martinez,15,4.23,0,17,Business,Freshman
Vihaan Jackson,14,4.31,2,60,Engineering,Junior
Abby Martinez,15,4.14,0,14,Culinary,Freshman
Avery Smith,19,2.1,3,20,Business,Sophomore
Kelsey Rodriguez,15,0.82,0,19,Bio Med,Junior
Sam Lopez,15,2.62,0,44,Business,Junior
Alice Brown,15,4.3,2,21,Criminal Justice,Junior
Abby Brown,16,2.82,1,57,Business,Sophomore
Sujay Thomas,17,4.21,1,6,Bio Med,Sophomore
Vihaan Wilson,16,4.18,1,20,Early College,Sophomore
Abby Taylor,18,1.96,1,38,Culinary,Senior
Gavin Wilson,17,3.84,0,48,Early College,Freshman
Cal Jackson,19,1.65,1,45,Business,Freshman
Kelsey Thomas,17,0.9,1,0,Computer Science,Senior
Abby Davis,14,1.53,0,4,Bio Med,Senior
Nate Smith,16,2.76,3,55,Criminal Justice,Freshman
Sujay Jones,19,2.76,2,17,Early Childhood Education,Senior
Nate Martin,17,1.4,3,43,Culinary,Senior
Avery Thomas,19,0.46,0,17,Computer Science,Senior
Gavin Williams,19,4.17,1,3,Engineering,Senior
Abby Gonzalez,14,0.46,1,48,Construction,Freshman
Dutch Williams,18,3.05,1,29,Early Childhood Education,Senior
Josh Martin,14,3.94,1,22,Business,Junior
Emm Williams,14,1.16,1,16,Criminal Justice,Junior
Abby Rodriguez,15,3.94,3,12,Business,Sophomore
Gavin Rodriguez,16,4.14,1,3,Engineering,Junior
Nate Wilson,18,3.47,0,25,Bio Med,Sophomore
Azria Garcia,16,1.29,2,24,Early College,Freshman
Nate Brown,17,2.48,1,52,Early Childhood Education,Senior
Vihaan Thomas,19,4.1,0,45,Computer Science,Senior
Josh Gonzalez,14,3.26,0,50,Engineering,Freshman
Gavin Martin,16,1.43,3,29,Business,Freshman
Kelsey Moore,14,3.22,1,21,Bio Med,Sophomore
Alice Martinez,16,3.19,2,42,Engineering,Senior
Azria Martin,17,1.51,3,59,Early College,Freshman
Sam Brown,15,1.06,3,55,Marketing,Freshman
Gavin Moore,18,3.7,1,40,Construction,Freshman
Manny Lopez,18,1.31,1,8,Construction,Senior
Manny Rodriguez,15,2.37,3,12,Business,Senior
Dutch Jones,18,0.6,2,10,Business,Junior
Abby Williams,16,1.52,0,11,Bio Med,Sophomore
Gavin Moore,14,1.93,3,38,Bio Med,Senior
Dutch Miller,19,1.6,3,40,Criminal Justice,Freshman
Sujay Johnson,19,2.22,1,23,Engineering,Freshman
Emm Martinez,17,3.71,3,47,Early College,Sophomore
Abby Anderson,19,2.93,3,26,Early Childhood Education,Freshman
Gavin Johnson,14,3.32,0,37,Computer Science,Sophomore
Nate Miller,15,3.68,2,59,Engineering,Sophomore
Sam Thomas,18,0.93,1,3,Business,Freshman
Avery Thomas,16,2.99,2,60,Construction,Sophomore
Joe Miller,16,1.93,2,40,Bio Med,Senior
Gavin Rodriguez,15,2.57,2,43,Bio Med,Senior
Kelsey Williams,14,2.63,3,12,Business,Freshman
Kelsey Rodriguez,15,3.13,1,58,Early Childhood Education,Junior
Alice Williams,14,2.58,2,38,Business,Freshman
Nate Anderson,17,1.9,1,55,Engineering,Senior
Azria Martin,14,0.89,1,44,Bio Med,Senior
Abby Smith,17,0.38,1,29,Early College,Freshman
Abby Martinez,15,0.82,3,11,Culinary,Junior
Manny Williams,19,1.47,2,15,Engineering,Sophomore
Dutch Brown,18,0.99,0,0,Business,Sophomore
Vihaan Martin,16,1.12,0,31,Criminal Justice,Sophomore
Vihaan Wilson,19,4.0,3,11,Marketing,Junior
Emm Miller,17,2.44,0,47,Early Childhood Education,Freshman
Gavin Martin,19,0.84,2,43,Culinary,Senior
Avery Williams,16,3.59,3,29,Bio Med,Junior
Kelsey Miller,15,3.33,3,22,Engineering,Senior
Vihaan Williams,19,1.07,3,25,Marketing,Junior
Joe Williams,16,4.06,1,16,Engineering,Sophomore
Sujay Miller,16,4.35,3,24,Early Childhood Education,Junior
Sam Martin,19,3.76,0,21,Construction,Senior
Sujay Miller,15,0.74,1,54,Early Childhood Education,Sophomore
Avery Miller,18,3.82,3,34,Early Childhood Education,Junior
Alice Martin,15,3.1,2,30,Engineering,Sophomore
Dutch Hernandez,15,3.75,3,15,Criminal Justice,Sophomore
Joe Martinez,14,1.02,1,60,Culinary,Junior
Sam Thomas,18,3.85,3,9,Criminal Justice,Freshman
Abby Johnson,19,1.86,2,0,Business,Senior
Nate Martin,18,0.78,0,56,Marketing,Senior
Cal Hernandez,18,2.6,3,11,Computer Science,Sophomore
Kelsey Taylor,18,3.21,1,21,Culinary,Junior
Vihaan Gonzalez,17,4.02,3,2,Marketing,Senior
Avery Gonzalez,18,0.47,0,35,Culinary,Senior
Joe Jackson,14,4.06,0,4,Engineering,Junior
Vihaan Davis,19,4.05,1,25,Early College,Freshman
Emm Taylor,16,2.31,2,6,Early Childhood Education,Sophomore
Sam Lopez,14,4.25,2,10,Marketing,Junior
Gavin Martinez,16,0.47,3,56,Culinary,Sophomore
Abby Davis,14,2.66,2,7,Early Childhood Education,Freshman
Sujay Gonzalez,15,2.43,3,46,Business,Sophomore
Vihaan Anderson,18,3.61,1,0,Bio Med,Junior
Alice Martin,18,0.96,0,53,Bio Med,Senior
Emm Wilson,14,3.74,0,34,Early Childhood Education,Junior
Alice Rodriguez,18,4.01,2,42,Criminal Justice,Senior
Josh Martin,14,0.54,3,10,Business,Junior
Gavin Smith,19,0.31,3,39,Early College,Sophomore
Sujay Johnson,14,2.14,1,31,Criminal Justice,Sophomore
Sujay Davis,16,1.72,2,27,Engineering,Freshman
Alice Smith,14,2.12,3,5,Early College,Junior
Sujay Garcia,15,2.92,1,29,Marketing,Senior
Kelsey Jackson,19,2.99,3,49,Bio Med,Senior
Avery Davis,18,3.3,2,59,Criminal Justice,Senior
Sujay Garcia,19,2.09,2,49,Engineering,Sophomore
Abby Lopez,17,4.4,3,38,Marketing,Junior
Cal Jackson,18,2.89,2,22,Early College,Sophomore
Azria Davis,16,3.63,3,1,Culinary,Junior
Avery Wilson,18,1.3,1,13,Bio Med,Senior
Sam Smith,15,3.98,3,49,Construction,Junior
Gavin Martin,14,2.73,1,56,Culinary,Freshman
Emm Wilson,18,1.79,3,1,Criminal Justice,Junior
Cal Anderson,19,2.19,2,6,Business,Sophomore
Cal Johnson,15,3.63,3,48,Business,Freshman
Joe Martin,15,2.69,0,46,Bio Med,Freshman
Sujay Rodriguez,15,3.72,1,11,Engineering,Junior
Vihaan Brown,14,1.1,1,48,Computer Science,Junior
Cal Gonzalez,14,1.56,0,21,Early Childhood Education,Senior
Emm Thomas,17,1.77,1,26,Early College,Junior
Avery Thomas,16,0.6,3,13,Early Childhood Education,Freshman
Emm Gonzalez,14,0.63,1,10,Criminal Justice,Sophomore
Joe Gonzalez,16,1.64,0,0,Criminal Justice,Junior
Avery Martin,19,2.76,2,46,Construction,Freshman
Abby Johnson,14,2.8,0,11,Engineering,Senior
Gavin Jackson,18,0.48,3,8,Culinary,Senior
Sujay Anderson,16,2.91,2,10,Marketing,Freshman
Cal Miller,14,1.55,3,47,Business,Freshman
Sam Smith,18,0.82,3,32,Criminal Justice,Freshman
Kelsey Martin,16,1.27,1,57,Culinary,Junior
Sujay Rodriguez,15,3.21,0,25,Early Childhood Education,Junior
Azria Jackson,14,1.4,2,28,Construction,Junior
Abby Williams,17,3.39,0,11,Early Childhood Education,Junior
Nate Martin,17,2.88,3,33,Computer Science,Senior
Cal Rodriguez,19,1.98,2,60,Engineering,Freshman
Manny Williams,17,3.6,1,4,Marketing,Junior
Azria Rodriguez,14,2.3,0,35,Criminal Justice,Senior
Alice Thomas,17,3.71,0,15,Engineering,Sophomore
Alice Wilson,16,3.85,0,26,Construction,Senior
Alice Brown,16,0.65,2,25,Bio Med,Senior
Nate Taylor,18,1.09,1,60,Bio Med,Sophomore
Azria Rodriguez,19,1.04,1,18,Criminal Justice,Senior
Joe Gonzalez,14,1.39,2,10,Culinary,Sophomore
Vihaan Martin,19,0.79,1,14,Early College,Junior
Avery Thomas,18,4.38,0,5,Culinary,Senior
Avery Martin,19,1.53,2,10,Early Childhood Education,Freshman
Alice Taylor,19,3.14,3,30,Engineering,Senior
Cal Brown,16,0.41,2,2,Criminal Justice,Freshman
Vihaan Garcia,18,4.38,3,26,Marketing,Freshman
Alice Davis,17,0.34,0,36,Engineering,Freshman
Emm Williams,16,3.92,2,41,Early College,Sophomore
Sujay Johnson,16,0.48,0,30,Bio Med,Junior
Abby Miller,14,2.48,1,53,Engineering,Sophomore
Nate Johnson,15,1.93,0,16,Early Childhood Education,Sophomore
Kelsey Jackson,14,3.01,2,53,Culinary,Freshman
Nate Garcia,15,0.97,0,46,Bio Med,Freshman
Alice Hernandez,15,2.8,0,31,Early Childhood Education,Junior
Kelsey Thomas,14,2.38,1,21,Construction,Sophomore
Gavin Williams,17,3.91,3,26,Business,Freshman
Josh Smith,19,4.0,0,51,Bio Med,Junior
Kelsey Hernandez,18,0.92,3,55,Early College,Senior
Gavin Gonzalez,19,1.47,0,45,Business,Junior
Nate Gonzalez,15,2.57,3,15,Marketing,Senior
Azria Hernandez,17,0.41,2,14,Culinary,Junior
Avery Garcia,16,0.52,2,15,Construction,Freshman
Cal Taylor,14,0.99,0,34,Computer Science,Senior
Nate Thomas,17,4.16,1,59,Construction,Junior
Dutch Moore,17,3.09,1,25,Construction,Junior
Josh Hernandez,16,1.85,0,40,Engineering,Junior
Emm Miller,18,0.83,2,43,Culinary,Senior
Sujay Smith,16,3.74,1,44,Early Childhood Education,Sophomore
Vihaan Miller,19,2.16,3,56,Marketing,Junior
Gavin Rodriguez,18,2.45,3,38,Business,Freshman
Abby Davis,16,2.72,3,5,Early College,Senior
Cal Wilson,19,2.47,1,6,Early College,Sophomore
Manny Smith,15,1.24,0,39,Criminal Justice,Freshman
Manny Hernandez,14,3.33,3,57,Construction,Junior
Emm Wilson,15,0.4,3,28,Bio Med,Junior
Vihaan Taylor,18,3.37,1,38,Business,Freshman
Manny Martin,14,3.26,3,28,Business,Junior
Cal Anderson,16,1.65,3,31,Computer Science,Sophomore
Sam Anderson,15,2.49,1,34,Construction,Freshman
Azria Miller,18,3.91,0,15,Culinary,Freshman
Dutch Lopez,18,2.63,3,26,Construction,Senior
Josh Williams,17,3.3,2,21,Culinary,Sophomore
Vihaan Moore,17,2.63,2,10,Early Childhood Education,Sophomore
Avery Johnson,18,2.15,1,29,Early Childhood Education,Junior
Abby Brown,16,3.47,0,33,Criminal Justice,Junior
Cal Martin,19,4.03,2,37,Early College,Senior
Sujay Smith,16,2.75,0,21,Early College,Sophomore
Abby Brown,15,3.57,1,51,Construction,Senior
Alice Wilson,16,3.74,1,4,Early Childhood Education,Freshman
Kelsey Lopez,15,2.47,3,46,Culinary,Sophomore
Avery Johnson,19,3.77,3,18,Construction,Sophomore
Cal Anderson,14,1.6,3,19,Engineering,Senior
Vihaan Davis,14,3.75,1,54,Early Childhood Education,Freshman
Abby Gonzalez,16,4.34,2,22,Culinary,Senior
Abby Brown,16,2.69,0,58,Business,Freshman
Gavin Moore,16,1.23,0,48,Early Childhood Education,Junior
Josh Brown,18,3.41,2,17,Bio Med,Senior
Dutch Wilson,16,1.83,3,37,Bio Med,Sophomore
Cal Smith,18,2.4,2,44,Marketing,Sophomore
Cal Moore,15,4.0,0,50,Culinary,Senior
Cal Gonzalez,17,1.13,1,29,Engineering,Senior
Josh Brown,19,1.5,2,6,Culinary,Junior
Sujay Thomas,17,1.66,0,26,Marketing,Sophomore
Avery Martin,14,3.78,2,46,Computer Science,Junior
Sujay Davis,14,3.14,3,14,Early Childhood Education,Sophomore
Sujay Moore,14,1.96,1,57,Culinary,Freshman
Manny Garcia,19,0.57,3,51,Engineering,Junior
Kelsey Brown,16,1.66,2,25,Business,Senior
Dutch Smith,17,1.97,3,11,Business,Junior
Sujay Johnson,18,0.7,2,31,Engineering,Senior
Joe Smith,19,1.22,1,10,Computer Science,Junior
Emm Wilson,16,1.58,1,11,Construction,Junior
Azria Miller,15,3.98,1,45,Business,Junior
Azria Martin,18,3.04,1,42,Early Childhood Education,Sophomore
Nate Moore,15,0.53,3,36,Culinary,Freshman
Avery Rodriguez,17,1.51,2,25,Construction,Senior
Vihaan Thomas,19,1.64,1,41,Business,Senior
Joe Lopez,18,2.27,1,24,Culinary,Junior
Gavin Johnson,17,2.06,3,33,Construction,Sophomore
Kelsey Smith,15,2.02,3,42,Business,Freshman
Abby Anderson,18,2.05,2,13,Bio Med,Junior
Vihaan Hernandez,18,1.95,3,1,Culinary,Sophomore
Sam Davis,16,2.81,0,17,Engineering,Freshman
Gavin Miller,19,1.96,1,32,Early Childhood Education,Sophomore
Dutch Rodriguez,14,1.33,0,12,Bio Med,Sophomore
Azria Miller,19,1.76,0,1,Criminal Justice,Junior
Dutch Davis,18,2.32,0,14,Culinary,Sophomore
Abby Jackson,17,3.93,2,33,Culinary,Sophomore
Sujay Brown,19,3.72,3,5,Criminal Justice,Senior
Gavin Gonzalez,18,3.86,1,14,Bio Med,Freshman
Dutch Jones,16,3.12,0,41,Culinary,Senior
Josh Johnson,15,1.76,2,28,Early College,Freshman
Alice Moore,14,3.52,2,43,Early College,Senior
Avery Gonzalez,18,0.6,0,24,Engineering,Freshman
Azria Brown,17,2.04,1,45,Engineering,Freshman
Abby Garcia,18,1.72,3,40,Business,Freshman
Josh Rodriguez,17,1.25,2,12,Bio Med,Senior
Abby Thomas,14,3.21,3,15,Construction,Sophomore
Sam Smith,15,1.33,1,53,Criminal Justice,Sophomore
Azria Williams,14,2.44,0,56,Criminal Justice,Freshman
Avery Rodriguez,18,2.23,1,45,Early College,Senior
Abby Miller,16,3.12,0,43,Business,Senior
Joe Anderson,18,2.84,2,14,Computer Science,Sophomore
Manny Hernandez,16,4.14,0,7,Early Childhood Education,Senior
Gavin Lopez,14,0.45,2,17,Business,Senior
Gavin Thomas,19,4.13,3,49,Bio Med,Junior
Alice Miller,14,4.0,2,17,Criminal Justice,Freshman
Emm Gonzalez,14,4.34,0,52,Computer Science,Senior
Vihaan Thomas,14,2.92,2,53,Culinary,Freshman
Vihaan Moore,19,2.63,2,52,Engineering,Freshman
Vihaan Gonzalez,18,1.32,2,34,Marketing,Sophomore
Abby Davis,15,0.48,1,20,Construction,Senior
Josh Miller,19,2.6,0,3,Engineering,Junior
Vihaan Smith,14,3.81,2,3,Culinary,Freshman
Sujay Hernandez,16,3.67,0,33,Marketing,Senior
Joe Wilson,17,4.3,3,33,Early College,Sophomore
Alice Davis,19,1.05,2,18,Bio Med,Junior
Manny Martinez,17,4.36,1,29,Early Childhood Education,Freshman
Vihaan Rodriguez,15,1.68,2,11,Culinary,Junior
Abby Johnson,15,0.72,0,16,Construction,Senior
Emm Jackson,16,2.92,2,29,Early College,Junior
Sujay Jackson,16,2.48,0,36,Culinary,Sophomore
Gavin Wilson,16,4.09,1,11,Business,Junior
Gavin Jackson,17,2.52,1,1,Early Childhood Education,Junior
Sam Miller,14,3.93,0,53,Early College,Junior
Sam Lopez,17,2.35,3,58,Culinary,Sophomore
Josh Johnson,19,3.1,3,50,Marketing,Sophomore
Abby Taylor,18,1.24,1,18,Marketing,Junior
Avery Hernandez,19,3.14,2,54,Engineering,Sophomore
Joe Taylor,16,4.36,2,42,Early College,Sophomore
Dutch Moore,14,0.5,1,40,Engineering,Senior
Vihaan Anderson,17,2.58,3,56,Early College,Freshman
Alice Brown,15,3.09,0,10,Criminal Justice,Junior
Manny Davis,18,3.52,0,13,Early Childhood Education,Freshman
Sujay Lopez,18,3.02,1,5,Bio Med,Senior
Azria Wilson,15,3.97,1,39,Engineering,Sophomore
Manny Johnson,16,1.14,3,23,Culinary,Sophomore
Abby Jones,14,1.06,1,36,Marketing,Sophomore
Vihaan Williams,16,1.83,1,31,Engineering,Junior
Emm Smith,17,1.12,1,33,Construction,Freshman
Alice Lopez,19,0.64,0,27,Early College,Freshman
Abby Wilson,16,3.1,1,55,Culinary,Junior
Emm Smith,17,3.49,2,28,Bio Med,Freshman
Cal Martinez,17,1.65,3,7,Computer Science,Junior
