Name,Age,GPA,Credits Completed,Year,Pathway
Mac Garcia,14,3.52,53,Sophomore,Culinary
Andrew Moore,19,0.79,9,Victory Lap,Business
Ben Anderson,16,2.24,22,Senior,Engineering
Eliana Fogarty,17,1.72,45,Sophomore,Business
Van Manukyan,17,0.61,24,Sophomore,Culinary
Keaton Anderson,19,3.66,8,Junior,Early College
Lisa Moore,15,3.3,0,Sophomore,Criminal Justice
Jill Jones,15,3.14,34,Sophomore,Business
Lucian Miller,14,2.31,59,Freshman,Early College
Keaton Moore,15,3.49,36,Sophomore,Early College
Emma Moore,18,1.07,25,Victory Lap,Criminal Justice
Joe Moore,17,1.87,33,Freshman,Computer Science
Ben Miller,18,3.15,39,Victory Lap,Business
Marge Brown,16,0.55,16,Sophomore,Marketing
Alexis Willaims,16,0.9,59,Sophomore,Business
Rachel Smith,14,0.65,14,Senior,Computer Science
Van Moore,17,3.77,39,Sophomore,Engineering
Mac Anderson,18,2.99,43,Freshman,Engineering
Aiden Davis,19,2.89,42,Senior,Early College
Keaton Foster,17,2.56,19,Sophomore,Bio Med
Kaden Miller,18,1.19,18,Junior,Engineering
Rachel Davis,16,2.89,19,Senior,Construction
Roman Jones,19,3.29,50,Victory Lap,Early Childhood Education
Jane Wilson,15,2.99,33,Freshman,Construction
Lucian Foster,16,2.53,16,Junior,Early College
Van Garcia,14,1.65,54,Victory Lap,Culinary
Keaton Miller,16,3.21,8,Victory Lap,Criminal Justice
Jane Moore,14,2.74,36,Victory Lap,Bio Med
Lisa Wilson,19,2.38,9,Victory Lap,Business
Kaden Smith,14,1.83,17,Victory Lap,Early Childhood Education
Mac Miller,17,2.59,53,Sophomore,Bio Med
Roman Manukyan,17,1.96,28,Victory Lap,Computer Science
Van Fogarty,16,3.24,56,Freshman,Bio Med
Danielle DeFreitas,18,2.23,3,Sophomore,Bio Med
Emma Garcia,15,1.93,25,Freshman,Early Childhood Education
Elijah Smith,16,1.6,2,Junior,Criminal Justice
Emma Foster,14,2.76,56,Senior,Computer Science
Marge Moore,14,2.98,19,Senior,Construction
Andrew Brown,19,0.77,10,Senior,Engineering
Ben Fogarty,19,0.76,16,Victory Lap,Marketing
Van Jones,16,3.97,33,Sophomore,Computer Science
Marge Manukyan,16,2.07,51,Sophomore,Early College
Emmy Willaims,15,3.08,40,Victory Lap,Business
Van Jones,19,3.94,54,Junior,Bio Med
Benedict Anderson,17,3.12,2,Junior,Culinary
Jill Fogarty,15,0.69,34,Victory Lap,Engineering
Marge Miller,19,3.25,18,Junior,Business
Van Miller,14,1.14,24,Sophomore,Early College
Danielle Brown,16,3.72,45,Sophomore,Construction
Kyan Johnson,16,1.98,48,Freshman,Criminal Justice
Van Wilson,18,2.98,7,Sophomore,Marketing
Elijah Johnson,18,3.3,12,Junior,Early College
Van Jones,17,3.16,35,Senior,Culinary
Marge DeFreitas,15,1.04,32,Sophomore,Bio Med
Danielle Anderson,19,0.44,40,Junior,Business
Lisa Miller,15,1.26,16,Sophomore,Culinary
Roman Foster,14,3.83,16,Sophomore,Engineering
Joe DeFreitas,14,3.3,42,Sophomore,Computer Science
Eliana Davis,19,1.94,25,Sophomore,Early Childhood Education
Emma DeFreitas,18,1.36,50,Sophomore,Business
Lucian DeFreitas,15,0.65,33,Senior,Culinary
Keaton Miller,15,2.34,23,Freshman,Computer Science
Kyan Wilson,17,2.49,7,Sophomore,Construction
Marge Miller,15,0.84,21,Sophomore,Computer Science
Danielle Garcia,17,0.43,35,Freshman,Early College
Keaton Fogarty,18,3.85,51,Junior,Computer Science
Lucian Smith,19,3.91,23,Sophomore,Business
Emmy Smith,15,1.1,2,Sophomore,Computer Science
Aiden Anderson,19,2.58,32,Victory Lap,Bio Med
Jill Anderson,15,3.08,9,Freshman,Business
Keaton Willaims,15,2.14,58,Sophomore,Bio Med
Van Anderson,18,3.53,2,Junior,Early Childhood Education
Emma Foster,19,2.83,26,Victory Lap,Culinary
Marge Garcia,18,1.86,1,Victory Lap,Business
Elijah Anderson,14,2.97,59,Senior,Culinary
Keaton Jones,17,3.78,47,Senior,Criminal Justice
Katerina Johnson,16,2.36,18,Sophomore,Marketing
Emmy Fogarty,16,0.81,24,Victory Lap,Construction
Kyan Wilson,14,1.23,37,Sophomore,Business
Marge Foster,19,2.23,30,Sophomore,Criminal Justice
Kyan Wilson,16,3.53,37,Freshman,Marketing
Emmy Manukyan,15,3.84,42,Victory Lap,Construction
Roman Willaims,14,3.86,12,Victory Lap,Engineering
Lisa Garcia,16,4.03,58,Freshman,Construction
Van Wilson,19,2.33,22,Victory Lap,Culinary
Kyan Fogarty,18,3.51,1,Junior,Computer Science
Lucian Garcia,17,1.17,46,Freshman,Bio Med
Jill Foster,16,3.94,15,Sophomore,Construction
Lisa Anderson,17,3.72,23,Sophomore,Computer Science
Marge Garcia,19,1.87,3,Junior,Criminal Justice
Lisa Miller,14,3.11,5,Senior,Engineering
Aiden DeFreitas,14,0.72,31,Junior,Bio Med
Kyan Wilson,19,0.31,5,Freshman,Bio Med
Lisa Davis,19,2.09,44,Junior,Early College
Emma Davis,17,1.92,11,Sophomore,Construction
Ben Foster,17,1.1,21,Sophomore,Early Childhood Education
Ben Manukyan,18,4.02,36,Senior,Early Childhood Education
Emma Wilson,18,3.18,41,Sophomore,Business
Katerina DeFreitas,16,2.48,36,Victory Lap,Computer Science
Rachel Smith,15,3.48,59,Victory Lap,Culinary
Van DeFreitas,19,1.85,57,Junior,Culinary
Joe Davis,18,3.74,38,Junior,Early Childhood Education
Keaton Wilson,19,1.1,43,Freshman,Criminal Justice
Ben Fogarty,18,0.92,58,Freshman,Marketing
Aiden Smith,14,0.88,41,Freshman,Marketing
Andrew DeFreitas,19,3.01,12,Junior,Bio Med
Andrew Wilson,19,4.11,56,Freshman,Engineering
Andrew DeFreitas,17,2.26,54,Junior,Marketing
Joe Moore,18,2.71,59,Senior,Business
Roman Smith,14,3.31,27,Junior,Bio Med
Noah Willaims,15,1.48,32,Senior,Engineering
Andrew Brown,18,1.93,13,Victory Lap,Criminal Justice
Benedict Brown,19,3.23,22,Freshman,Engineering
Andrew Moore,15,0.71,10,Freshman,Culinary
Kyan Moore,15,2.74,41,Junior,Culinary
Jill Wilson,14,0.92,36,Senior,Early College
Kaden DeFreitas,17,2.94,50,Senior,Early Childhood Education
Kyan Willaims,14,2.07,42,Victory Lap,Marketing
Roman Garcia,14,2.43,37,Junior,Criminal Justice
Van Willaims,14,1.76,37,Junior,Engineering
Jane Miller,17,1.45,27,Junior,Bio Med
Lisa Davis,14,3.62,19,Victory Lap,Criminal Justice
Lucian Miller,16,3.18,48,Senior,Culinary
Mac Brown,15,0.86,54,Junior,Criminal Justice
Lisa Wilson,15,3.82,36,Victory Lap,Early Childhood Education
Lucian Brown,18,2.51,59,Senior,Construction
Kyan Moore,15,0.83,14,Junior,Culinary
Eliana Miller,17,3.42,32,Freshman,Business
Mac Miller,15,3.74,27,Victory Lap,Construction
Jill Fogarty,18,2.25,25,Victory Lap,Early College
Marge Jones,16,1.35,33,Victory Lap,Computer Science
Alexis Wilson,17,3.17,58,Senior,Bio Med
Aiden Garcia,15,1.73,40,Senior,Engineering
Keaton DeFreitas,15,3.75,26,Junior,Computer Science
Emmy DeFreitas,19,0.38,28,Freshman,Engineering
Emma Willaims,18,1.1,8,Junior,Construction
Roman Foster,17,1.76,49,Sophomore,Early College
Jane Wilson,15,2.68,45,Sophomore,Marketing
Elijah Fogarty,14,0.38,47,Victory Lap,Culinary
Ben Garcia,18,2.77,18,Victory Lap,Business
Joe Wilson,14,1.51,57,Sophomore,Culinary
Lisa Anderson,17,0.31,41,Junior,Marketing
Keaton Willaims,18,4.26,49,Victory Lap,Construction
Eliana Garcia,19,2.33,45,Freshman,Marketing
Mac Garcia,15,1.25,51,Sophomore,Early College
Jill Jones,19,1.65,17,Junior,Marketing
Roman Jones,18,3.63,3,Sophomore,Bio Med
Joe Willaims,16,4.28,33,Victory Lap,Culinary
Mac Jones,17,4.04,1,Junior,Marketing
Jill Garcia,19,2.27,31,Sophomore,Early Childhood Education
Roman Fogarty,15,3.12,13,Sophomore,Computer Science
Lucian Johnson,17,2.36,16,Sophomore,Early College
Ben Brown,17,1.07,53,Senior,Early Childhood Education
Alexis DeFreitas,19,2.21,50,Freshman,Bio Med
Andrew Fogarty,16,2.11,28,Victory Lap,Engineering
Jane Anderson,14,2.11,25,Junior,Early Childhood Education
Benedict Davis,14,4.06,35,Senior,Construction
Aiden Foster,17,2.49,53,Sophomore,Early Childhood Education
Aiden Anderson,17,2.35,48,Junior,Business
Alexis Smith,14,1.19,20,Freshman,Computer Science
Rachel Moore,15,0.66,57,Senior,Business
Aiden Miller,16,0.35,8,Freshman,Engineering
Aiden Jones,14,2.22,55,Freshman,Construction
Lucian Jones,14,3.97,58,Junior,Culinary
Keaton DeFreitas,14,3.33,40,Junior,Engineering
Van Anderson,18,0.48,24,Freshman,Culinary
Keaton Anderson,15,1.11,12,Victory Lap,Business
Roman Brown,15,2.14,39,Junior,Culinary
Katerina Brown,16,0.8,7,Victory Lap,Early Childhood Education
Alexis Miller,14,1.58,16,Senior,Marketing
Eliana Wilson,18,0.48,22,Sophomore,Business
Kyan Brown,14,1.37,2,Junior,Criminal Justice
Emma Willaims,18,2.88,1,Senior,Bio Med
Mac Brown,18,0.77,28,Senior,Computer Science
Andrew Garcia,19,2.75,39,Victory Lap,Early Childhood Education
Joe Smith,14,3.74,28,Senior,Criminal Justice
Kyan Garcia,16,4.23,37,Senior,Business
Emmy Davis,17,1.14,7,Sophomore,Culinary
Jill Garcia,15,1.56,49,Victory Lap,Criminal Justice
Jill Smith,17,1.74,13,Sophomore,Engineering
Kaden Manukyan,18,1.84,9,Sophomore,Culinary
Emmy Fogarty,17,2.94,20,Senior,Early College
Ben Miller,16,1.63,40,Freshman,Computer Science
Jill Moore,18,2.5,51,Junior,Marketing
Rachel Fogarty,19,1.11,49,Freshman,Engineering
Rachel DeFreitas,14,3.97,33,Freshman,Early College
Noah Johnson,14,0.38,29,Junior,Early College
Lucian Wilson,15,2.71,17,Senior,Computer Science
Rachel Wilson,16,1.1,23,Senior,Computer Science
Alexis Jones,16,2.67,52,Victory Lap,Construction
Benedict Miller,19,1.0,57,Victory Lap,Construction
Rachel Foster,16,2.64,35,Sophomore,Early College
Katerina Davis,14,3.64,13,Victory Lap,Engineering
Keaton Miller,17,3.4,55,Victory Lap,Early Childhood Education
Andrew Brown,15,3.93,11,Sophomore,Marketing
Elijah Brown,16,1.8,32,Freshman,Construction
Roman Smith,15,2.51,22,Junior,Bio Med
Rachel Fogarty,17,0.92,42,Junior,Construction
Rachel Johnson,14,0.86,45,Senior,Construction
Kaden Garcia,18,0.32,47,Freshman,Marketing
Elijah Wilson,15,2.15,19,Sophomore,Business
Elijah Moore,19,3.59,42,Junior,Bio Med
Lucian Willaims,14,3.94,17,Sophomore,Bio Med
Roman Moore,18,3.34,53,Junior,Early College
Van Johnson,14,2.03,5,Freshman,Early College
Katerina Johnson,14,0.51,0,Victory Lap,Marketing
Joe Davis,19,2.69,8,Junior,Construction
Roman Anderson,15,3.21,19,Victory Lap,Marketing
Noah Garcia,14,2.08,3,Freshman,Early Childhood Education
Van Fogarty,18,2.25,17,Senior,Marketing
Katerina Garcia,19,0.35,47,Sophomore,Engineering
Ben Brown,15,3.99,55,Sophomore,Bio Med
Rachel Brown,16,2.47,33,Freshman,Early College
Joe Manukyan,19,2.86,14,Junior,Criminal Justice
Eliana Wilson,19,1.05,30,Victory Lap,Bio Med
Mac Brown,16,0.86,59,Freshman,Criminal Justice
Benedict Anderson,19,3.78,41,Victory Lap,Computer Science
Roman DeFreitas,14,1.89,30,Freshman,Early Childhood Education
Benedict Willaims,15,1.62,28,Victory Lap,Business
Elijah Miller,14,3.19,8,Junior,Criminal Justice
Kyan Jones,14,1.51,12,Freshman,Early Childhood Education
Katerina Davis,17,0.78,12,Victory Lap,Business
Joe Anderson,14,2.74,60,Senior,Engineering
Van Davis,14,0.45,59,Freshman,Marketing
Eliana Garcia,16,3.16,34,Senior,Business
Kyan Brown,15,1.76,11,Freshman,Early College
Roman Fogarty,19,3.56,51,Sophomore,Computer Science
Mac Fogarty,17,0.37,3,Senior,Marketing
Elijah Davis,19,1.75,52,Victory Lap,Marketing
Joe Smith,16,3.35,33,Senior,Construction
Aiden Smith,15,3.82,10,Freshman,Culinary
Benedict Smith,16,4.18,12,Junior,Bio Med
Mac Brown,17,3.72,49,Senior,Computer Science
Kaden Manukyan,19,2.08,32,Sophomore,Early Childhood Education
Emma DeFreitas,16,4.05,35,Freshman,Engineering
Lisa Jones,18,1.79,4,Junior,Marketing
Van Brown,15,3.21,52,Senior,Computer Science
Mac DeFreitas,14,3.9,8,Sophomore,Engineering
Elijah Jones,16,0.77,45,Senior,Engineering
Noah Anderson,18,3.1,25,Sophomore,Culinary
Aiden Jones,19,1.68,54,Freshman,Engineering
Keaton Johnson,18,4.06,3,Senior,Early College
Eliana Johnson,14,3.63,47,Sophomore,Criminal Justice
Kaden Brown,17,3.95,37,Junior,Business
Marge Wilson,19,3.53,29,Victory Lap,Early College
Benedict Smith,16,3.31,52,Victory Lap,Culinary
Lisa Manukyan,15,1.85,3,Victory Lap,Criminal Justice
Lisa Foster,19,0.34,47,Victory Lap,Culinary
Kaden Garcia,14,0.37,57,Senior,Early College
Jill Johnson,15,1.93,9,Senior,Business
Keaton Manukyan,18,2.87,42,Victory Lap,Construction
Emmy DeFreitas,15,2.51,59,Freshman,Criminal Justice
Lisa Brown,19,3.17,52,Freshman,Early College
Van Smith,15,3.24,27,Junior,Early Childhood Education
Jane Willaims,17,3.29,35,Sophomore,Engineering
Elijah DeFreitas,16,0.6,6,Sophomore,Bio Med
Katerina Brown,19,1.13,20,Victory Lap,Early College
Mac Foster,18,4.11,33,Sophomore,Criminal Justice
Andrew Davis,17,1.68,30,Sophomore,Culinary
Joe Brown,18,2.5,58,Victory Lap,Computer Science
Rachel Johnson,14,3.15,30,Senior,Computer Science
Danielle DeFreitas,19,1.07,27,Junior,Early Childhood Education
Ben Smith,14,0.36,20,Junior,Bio Med
Mac Miller,17,2.16,54,Junior,Early Childhood Education
Roman Smith,15,3.25,53,Sophomore,Bio Med
Mac Manukyan,16,1.91,32,Victory Lap,Early Childhood Education
Aiden Johnson,15,1.71,21,Freshman,Bio Med
Rachel Manukyan,15,1.42,43,Sophomore,Criminal Justice
Danielle Garcia,15,1.71,3,Senior,Computer Science
Benedict Willaims,16,4.25,24,Senior,Early Childhood Education
Mac Brown,19,2.48,59,Freshman,Criminal Justice
Lisa Garcia,16,1.4,9,Sophomore,Culinary
Kyan Moore,14,1.71,27,Victory Lap,Early College
Kaden Davis,14,2.66,55,Junior,Early Childhood Education
Andrew Fogarty,19,0.97,19,Sophomore,Early College
Alexis Garcia,17,3.02,44,Senior,Culinary
Kyan Smith,16,1.34,58,Junior,Marketing
Noah Garcia,14,1.15,12,Sophomore,Culinary
Marge Manukyan,17,1.06,19,Junior,Early College
Ben Davis,17,0.91,8,Freshman,Construction
Andrew Garcia,19,4.18,10,Senior,Business
Rachel DeFreitas,16,3.54,6,Victory Lap,Construction
Lisa Foster,19,2.66,34,Victory Lap,Early Childhood Education
Roman Moore,14,2.89,54,Freshman,Early Childhood Education
Keaton Smith,17,3.9,40,Sophomore,Business
Benedict Miller,19,3.75,7,Freshman,Culinary
Andrew DeFreitas,16,4.23,42,Junior,Culinary
Van Davis,17,2.42,23,Senior,Business
Roman Anderson,14,3.4,54,Sophomore,Bio Med
Aiden Foster,16,3.47,47,Freshman,Early College
Katerina Fogarty,18,3.97,45,Junior,Early Childhood Education
Mac Fogarty,15,3.05,43,Junior,Marketing
Andrew Wilson,16,4.21,6,Sophomore,Culinary
Lucian Brown,18,1.73,8,Freshman,Construction
Danielle Jones,16,2.62,59,Sophomore,Computer Science
Emmy Smith,18,3.46,51,Senior,Early College
Noah Johnson,17,4.01,31,Sophomore,Criminal Justice
Elijah Fogarty,17,2.01,57,Sophomore,Business
Keaton Foster,16,2.56,49,Sophomore,Criminal Justice
Andrew Garcia,19,0.96,8,Sophomore,Marketing
Jill Willaims,17,1.11,55,Freshman,Early College
Roman Johnson,17,2.21,20,Victory Lap,Criminal Justice
Lucian Wilson,14,1.9,17,Senior,Marketing
Aiden DeFreitas,17,0.71,13,Junior,Marketing
Emma Willaims,14,3.32,43,Senior,Early College
Lucian Brown,17,0.74,48,Junior,Engineering
Rachel Brown,18,1.28,35,Victory Lap,Computer Science
Joe Manukyan,17,2.94,30,Sophomore,Engineering
Kyan Smith,17,3.79,59,Sophomore,Business
Lucian Anderson,15,1.85,38,Junior,Early College
Aiden Fogarty,15,2.97,5,Sophomore,Marketing
Marge Garcia,16,3.78,2,Junior,Marketing
Lucian Johnson,15,0.48,5,Senior,Marketing
Ben Wilson,15,3.97,17,Junior,Bio Med
Alexis Jones,17,3.28,14,Victory Lap,Early College
Benedict Johnson,14,1.75,32,Junior,Criminal Justice
Elijah Garcia,15,0.57,41,Junior,Business
Noah Garcia,19,3.06,35,Freshman,Marketing
Van Willaims,18,2.29,36,Senior,Computer Science
Eliana Garcia,15,4.23,8,Victory Lap,Computer Science
Mac Manukyan,17,0.86,57,Freshman,Early Childhood Education
Emma Miller,17,4.11,15,Senior,Construction
Van Davis,16,2.41,5,Victory Lap,Criminal Justice
Benedict Wilson,16,2.57,51,Junior,Early College
Lisa Willaims,15,0.84,31,Victory Lap,Business
Elijah Wilson,15,2.8,17,Freshman,Engineering
Elijah Wilson,18,0.89,56,Victory Lap,Computer Science
Keaton Fogarty,19,2.5,48,Junior,Marketing
Lucian Miller,17,1.56,35,Freshman,Criminal Justice
Kyan Garcia,17,1.88,34,Junior,Culinary
Eliana Davis,14,3.79,52,Junior,Early College
Jane Miller,18,3.32,4,Senior,Computer Science
Jane DeFreitas,19,4.09,37,Victory Lap,Early Childhood Education
Joe Moore,17,1.03,47,Sophomore,Early Childhood Education
Noah Fogarty,16,1.89,12,Junior,Early College
Lisa Wilson,14,3.99,45,Sophomore,Engineering
Jane Manukyan,16,1.92,22,Freshman,Bio Med
Aiden Johnson,17,3.65,7,Sophomore,Criminal Justice
Joe Miller,18,3.23,57,Sophomore,Criminal Justice
Joe Anderson,17,0.66,52,Junior,Culinary
Lucian Willaims,15,4.2,54,Sophomore,Computer Science
Roman Smith,19,1.84,51,Senior,Bio Med
Van Smith,15,3.28,25,Junior,Criminal Justice
Mac Johnson,19,1.3,4,Freshman,Early College
Danielle Johnson,16,4.13,32,Junior,Engineering
Roman Garcia,18,3.49,6,Sophomore,Criminal Justice
Van DeFreitas,17,4.2,40,Sophomore,Bio Med
Andrew Jones,19,3.44,36,Freshman,Criminal Justice
Elijah Johnson,18,3.89,24,Sophomore,Business
Joe Johnson,17,1.01,52,Junior,Culinary
Katerina Smith,18,1.94,38,Victory Lap,Culinary
Emma Smith,15,1.99,4,Junior,Criminal Justice
Noah Willaims,17,2.36,41,Junior,Early Childhood Education
Rachel Moore,14,3.58,7,Junior,Culinary
Mac Anderson,16,0.89,49,Sophomore,Culinary
Alexis Jones,18,4.11,19,Victory Lap,Bio Med
Alexis Smith,14,2.09,48,Senior,Engineering
Emma Davis,15,2.37,18,Sophomore,Early Childhood Education
Noah Foster,14,3.07,51,Senior,Construction
Eliana Moore,18,1.28,16,Senior,Engineering
Joe Foster,14,3.73,3,Victory Lap,Business
Van Jones,14,1.28,7,Freshman,Culinary
Mac Brown,19,1.14,1,Victory Lap,Criminal Justice
Jill Moore,19,4.06,18,Victory Lap,Business
Emma Miller,14,2.36,16,Senior,Early Childhood Education
Joe Anderson,17,0.42,26,Senior,Early Childhood Education
Danielle Jones,14,3.16,29,Freshman,Construction
Alexis DeFreitas,14,3.91,8,Victory Lap,Marketing
Noah Wilson,14,0.89,55,Junior,Culinary
Lucian Wilson,17,3.58,4,Senior,Culinary
Kyan Miller,18,4.07,14,Junior,Computer Science
Mac Brown,19,2.26,43,Sophomore,Early College
Kaden Smith,16,2.28,6,Sophomore,Construction
Mac Smith,18,0.96,0,Senior,Construction
Eliana Willaims,14,2.45,40,Victory Lap,Bio Med
Joe Foster,17,1.75,37,Senior,Business
Jane Jones,14,2.13,40,Junior,Criminal Justice
Aiden DeFreitas,19,2.99,31,Victory Lap,Computer Science
Jill Garcia,17,0.91,35,Junior,Business
Emmy DeFreitas,18,2.5,39,Senior,Early College
Lisa Foster,15,4.06,3,Victory Lap,Business
Lucian Brown,17,4.23,40,Freshman,Construction
Jill Johnson,16,0.58,7,Sophomore,Marketing
Mac Johnson,19,3.4,51,Junior,Engineering
Benedict Wilson,19,3.81,27,Freshman,Construction
Mac Foster,19,2.31,57,Freshman,Culinary
Keaton Wilson,17,4.3,57,Senior,Construction
Marge Foster,19,0.42,45,Sophomore,Early College
Aiden Garcia,14,2.78,15,Junior,Computer Science
Katerina Moore,14,1.68,21,Senior,Culinary
Noah Davis,17,3.22,59,Senior,Business
Emmy Moore,19,1.58,6,Victory Lap,Early Childhood Education
Danielle Fogarty,15,3.97,27,Sophomore,Computer Science
Aiden DeFreitas,16,2.67,47,Junior,Criminal Justice
Rachel Foster,14,1.9,14,Sophomore,Bio Med
Danielle Foster,16,0.89,42,Sophomore,Culinary
Aiden Davis,14,0.81,27,Junior,Early College
Emma Smith,16,3.97,28,Freshman,Engineering
Lisa Wilson,16,1.02,8,Freshman,Criminal Justice
Emmy DeFreitas,18,2.19,4,Victory Lap,Early College
Alexis Moore,17,0.92,41,Senior,Engineering
Benedict Willaims,18,0.52,48,Junior,Engineering
Ben Johnson,15,1.17,57,Senior,Engineering
Mac Smith,18,3.23,17,Junior,Construction
Keaton Willaims,16,0.34,49,Junior,Early College
Kyan Johnson,15,3.78,31,Sophomore,Culinary
Kyan Willaims,16,2.18,10,Junior,Business
Danielle Brown,17,4.03,41,Senior,Construction
Rachel DeFreitas,17,2.83,28,Sophomore,Early College
Danielle Miller,18,4.21,40,Victory Lap,Early Childhood Education
Emmy Manukyan,18,2.73,35,Senior,Construction
Eliana Moore,14,2.15,60,Victory Lap,Bio Med
Eliana Anderson,18,2.68,2,Junior,Marketing
Danielle DeFreitas,17,3.99,49,Freshman,Computer Science
Aiden Anderson,18,2.08,41,Freshman,Culinary
Ben Johnson,15,2.57,8,Victory Lap,Early Childhood Education
Lucian Miller,14,2.19,44,Junior,Early College
Emma Garcia,18,0.88,6,Junior,Marketing
Kyan Davis,16,2.52,19,Victory Lap,Engineering
Noah Davis,16,2.41,42,Freshman,Business
Lucian Davis,17,0.65,20,Freshman,Culinary
Emmy Manukyan,16,3.71,60,Freshman,Early College
Eliana Jones,16,1.97,53,Victory Lap,Early Childhood Education
Kaden Wilson,18,3.78,39,Sophomore,Early Childhood Education
Mac Foster,14,1.59,14,Junior,Bio Med
Benedict Smith,17,1.78,50,Junior,Engineering
Lucian Jones,14,2.82,43,Sophomore,Early College
Joe Foster,14,2.09,6,Freshman,Early Childhood Education
Keaton Miller,18,3.87,28,Junior,Engineering
Katerina Fogarty,14,1.6,5,Freshman,Early College
Noah Moore,15,1.11,60,Freshman,Early Childhood Education
Elijah Manukyan,17,2.9,21,Freshman,Construction
Keaton Manukyan,17,0.96,59,Freshman,Engineering
Elijah Moore,18,1.67,14,Senior,Construction
Andrew Smith,18,0.8,32,Freshman,Marketing
Lucian Miller,19,1.08,55,Sophomore,Construction
Roman Smith,15,3.07,20,Sophomore,Culinary
Emmy Anderson,18,1.51,23,Freshman,Computer Science
Noah Brown,15,0.72,20,Sophomore,Early College
Lisa Manukyan,16,0.33,54,Senior,Computer Science
Jane Smith,16,1.91,22,Senior,Business
Benedict Jones,18,3.7,43,Junior,Bio Med
Mac Wilson,15,1.27,50,Freshman,Computer Science
Benedict Anderson,16,1.25,1,Freshman,Business
Kaden Garcia,16,2.08,49,Freshman,Culinary
Kaden Anderson,19,2.51,0,Sophomore,Engineering
Aiden Anderson,15,4.14,17,Freshman,Business
Danielle Garcia,18,4.05,25,Senior,Engineering
Kyan DeFreitas,14,2.45,60,Senior,Computer Science
Ben Fogarty,17,3.45,59,Junior,Early Childhood Education
Mac Miller,14,1.43,16,Junior,Engineering
Emmy Johnson,17,2.14,21,Victory Lap,Construction
Benedict Smith,19,1.06,3,Sophomore,Computer Science
