Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Matthew Miller,20,2.38,3,9,Engineering,Freshman
Amelia Anderson,20,3.65,3,73,Art,Freshman
Emma Martin,25,3.73,0,74,Philosophy,Graduate
Laura Rodriguez,21,2.66,1,107,Computer Science,Graduate
Matthew Harris,23,3.83,3,55,Philosophy,Graduate
Matthew Miller,20,2.65,1,38,Physics,Senior
John Gonzalez,25,2.66,0,107,Philosophy,Freshman
John Harris,18,3.87,3,21,Economics,Freshman
Laura Jones,21,3.63,3,28,Economics,Sophomore
Elijah Gonzalez,21,2.71,0,65,Science,Sophomore
Abigail Lewis,23,2.35,0,23,Mathematics,Graduate
Joseph Johnson,21,2.81,1,86,Business,Senior
Joseph Clark,25,2.43,3,24,History,Junior
Laura Brown,19,3.43,3,23,Economics,Graduate
Elijah Anderson,20,3.89,1,18,Art,Junior
Elijah White,25,3.47,3,16,Economics,Freshman
Sophia Wilson,24,2.17,0,1,Psychology,Junior
Katie White,21,3.41,0,109,History,Freshman
Katie Harris,18,2.35,1,95,History,Senior
Amelia Martinez,22,2.62,1,39,Chemistry,Sophomore
Sarah Harris,23,3.48,3,72,Biology,Senior
Evelyn Wilson,18,3.22,1,51,Biology,Junior
Emily Perez,24,3.33,0,30,Philosophy,Graduate
Sophia Brown,24,2.02,1,25,Physics,Senior
Andrew Sanchez,25,3.13,1,18,Philosophy,Graduate
Mia Robinson,23,2.82,1,87,History,Junior
Sophia Johnson,25,3.31,3,96,History,Junior
Emily Brown,20,2.9,2,59,History,Senior
Olivia Moore,21,2.13,2,29,Business,Senior
Ethan Martin,24,2.85,2,56,Science,Graduate
Samuel Thomas,18,2.44,2,46,Science,Freshman
Abigail Smith,22,3.04,0,109,Physics,Graduate
Benjamin Clark,21,2.92,3,109,Computer Science,Graduate
David Ramirez,24,2.94,0,46,Philosophy,Senior
Sarah Taylor,22,3.25,0,21,Philosophy,Senior
James Anderson,21,3.85,1,35,Psychology,Graduate
Jane Moore,22,2.11,2,95,Mathematics,Junior
Benjamin Sanchez,18,2.07,2,74,Chemistry,Sophomore
John Sanchez,18,2.41,1,14,Sociology,Graduate
Elijah Brown,22,3.0,2,14,Computer Science,Graduate
Daniel Jones,24,3.18,2,80,Psychology,Sophomore
Alex Martinez,21,3.6,1,70,Economics,Sophomore
Chris Moore,19,2.15,0,38,Philosophy,Junior
Olivia Brown,21,3.55,1,64,Economics,Sophomore
Sophia Lee,21,2.57,1,72,Computer Science,Freshman
Sophia Williams,22,2.74,3,48,Philosophy,Freshman
David Perez,23,3.81,0,2,Physics,Graduate
David Robinson,24,2.77,2,93,Science,Sophomore
James Johnson,21,2.85,1,38,Engineering,Freshman
Michael Thompson,22,2.98,2,56,History,Junior
Sarah Thompson,18,3.37,1,24,Psychology,Graduate
Charlotte Jones,25,2.32,1,93,Art,Sophomore
Mia Thompson,19,3.74,3,15,Sociology,Senior
Samuel Lee,21,3.56,0,34,Sociology,Senior
Samuel Moore,19,2.87,1,32,Biology,Senior
John Davis,24,2.31,0,51,Psychology,Freshman
Jane Davis,25,3.04,1,84,Mathematics,Senior
Sophia Sanchez,24,3.52,2,98,Mathematics,Senior
Michael Martinez,24,3.41,1,7,Science,Senior
Harper Wilson,25,3.56,0,93,Chemistry,Junior
Samuel Taylor,23,3.41,3,65,Philosophy,Sophomore
Sarah Anderson,18,2.01,0,82,Biology,Freshman
Isabella Anderson,20,3.08,1,7,Science,Junior
Mia White,18,2.11,3,34,Computer Science,Graduate
Samuel Rodriguez,25,2.08,0,80,History,Junior
Sarah Moore,23,3.44,3,63,Physics,Junior
Michael Gonzalez,25,3.5,1,47,Engineering,Senior
Katie Garcia,18,2.24,2,76,Psychology,Senior
Samuel Jones,19,2.48,3,46,Economics,Freshman
Benjamin Smith,22,3.41,1,45,Biology,Freshman
Amelia Williams,21,2.24,3,119,Literature,Sophomore
Matthew Davis,23,3.03,3,106,Physics,Junior
Amelia Rodriguez,18,3.55,0,77,History,Senior
Sarah Anderson,22,2.09,1,92,Art,Graduate
Jane Jones,24,2.54,2,12,Science,Junior
Harper Johnson,23,3.12,2,93,Engineering,Junior
Alex Jackson,23,3.54,2,39,Sociology,Sophomore
Benjamin Smith,22,2.44,0,19,Literature,Sophomore
Sophia Miller,19,3.15,2,9,Engineering,Junior
Lucas Clark,19,2.3,1,102,Computer Science,Graduate
Sophia Gonzalez,24,3.18,1,73,History,Sophomore
Emily Lee,18,3.91,1,93,Chemistry,Freshman
Elijah Harris,24,2.14,0,120,History,Sophomore
Charlotte Miller,23,2.89,2,24,Mathematics,Senior
Alex Johnson,19,3.34,3,29,Mathematics,Sophomore
Emma Johnson,19,2.74,3,97,Art,Junior
Isabella Lewis,18,3.74,2,85,Engineering,Senior
Mia Jones,23,2.45,1,90,Physics,Senior
John Lopez,23,3.57,0,41,Physics,Sophomore
Isabella Lopez,24,3.58,1,51,Mathematics,Senior
David Moore,20,3.1,3,13,Engineering,Freshman
Olivia Lopez,23,2.16,1,89,Chemistry,Sophomore
Mia Martin,24,2.59,1,59,Psychology,Junior
Jane Sanchez,18,3.89,0,68,Mathematics,Senior
Laura Jones,22,2.29,0,72,Sociology,Graduate
Joseph Moore,19,3.11,3,25,Computer Science,Sophomore
Alex White,24,2.0,1,19,Art,Junior
Katie Robinson,25,3.27,2,78,Economics,Graduate
Matthew Gonzalez,18,3.78,1,93,Literature,Sophomore
Daniel Brown,20,3.04,3,62,Sociology,Freshman
James Thompson,24,2.42,1,31,Science,Graduate
Evelyn Thomas,19,2.96,2,64,Sociology,Freshman
Ethan Miller,22,3.6,3,79,Business,Senior
Abigail Clark,20,3.15,1,0,Literature,Junior
Katie White,21,3.42,1,45,Psychology,Junior
Sarah Perez,25,2.97,0,86,Business,Junior
Chris Taylor,21,2.75,1,60,History,Junior
David Martinez,23,2.32,2,4,Physics,Junior
Olivia Ramirez,25,3.91,1,64,Biology,Freshman
John Jackson,18,2.82,3,116,Science,Sophomore
Elijah Taylor,22,3.94,3,74,Computer Science,Senior
John Taylor,21,3.17,0,110,Computer Science,Freshman
Emily Garcia,18,3.86,3,57,Engineering,Sophomore
Ethan Ramirez,23,2.24,0,87,Economics,Graduate
Abigail Harris,19,3.1,1,45,Art,Sophomore
David Robinson,22,2.57,3,108,Science,Graduate
Emma White,19,3.9,1,61,Philosophy,Senior
Emma Williams,20,3.52,0,113,Science,Freshman
Chris Miller,24,3.88,0,61,History,Senior
Sophia Gonzalez,19,3.26,1,44,Psychology,Sophomore
James Lopez,19,2.29,3,66,Mathematics,Junior
Emily Perez,20,3.51,0,98,Literature,Senior
Emily Robinson,20,2.87,1,44,Computer Science,Junior
Isabella Williams,19,3.14,2,101,Computer Science,Freshman
Elijah Sanchez,24,3.33,1,13,Biology,Senior
Olivia Davis,24,3.96,3,27,Literature,Graduate
Evelyn Moore,23,2.39,0,118,Economics,Senior
Evelyn Rodriguez,25,3.47,3,65,Chemistry,Graduate
Isabella Harris,18,2.24,0,49,Economics,Sophomore
Elijah Hernandez,25,2.67,0,51,History,Junior
Abigail Clark,22,2.83,0,95,Philosophy,Freshman
Daniel Harris,23,2.81,2,97,History,Senior
Alex Garcia,21,2.46,0,88,Chemistry,Sophomore
Amelia White,24,3.56,3,63,Philosophy,Senior
Charlotte Anderson,18,3.39,2,13,Chemistry,Graduate
Lucas Hernandez,23,3.55,0,18,Art,Graduate
James Rodriguez,22,3.49,3,73,Biology,Junior
Emma Jackson,25,2.12,0,33,Literature,Graduate
Ethan White,19,3.01,3,95,Science,Senior
Alex Miller,23,2.16,1,37,Sociology,Graduate
Jane Davis,21,2.4,1,58,Physics,Junior
Isabella Lee,18,3.97,0,114,Art,Senior
Evelyn Clark,23,2.81,3,3,Chemistry,Graduate
Laura Martin,21,3.22,1,88,Psychology,Freshman
Daniel Thomas,18,3.58,1,38,Science,Sophomore
Elijah Clark,20,3.51,0,110,Literature,Senior
Mia Moore,21,3.66,1,110,Art,Freshman
Charlotte Hernandez,23,2.07,3,80,History,Freshman
Alex Williams,23,3.49,1,45,Psychology,Graduate
Michael Perez,24,3.5,3,88,Biology,Junior
Abigail Smith,19,2.34,3,80,Economics,Sophomore
Chris Martin,18,2.81,0,77,Science,Sophomore
Sophia Brown,24,3.8,3,1,Business,Graduate
Amelia Brown,21,2.02,3,3,Literature,Junior
Matthew Sanchez,24,3.64,2,73,Economics,Graduate
Samuel Hernandez,23,2.33,1,104,Chemistry,Freshman
Emily Jackson,21,2.7,3,20,Art,Sophomore
John Lewis,21,2.6,0,79,Business,Sophomore
Harper Lopez,18,2.26,2,59,Mathematics,Sophomore
Jane Davis,20,2.21,1,34,Computer Science,Freshman
Ethan Lewis,18,2.78,1,29,Economics,Sophomore
Daniel Gonzalez,20,2.36,1,22,Physics,Freshman
Michael Hernandez,25,3.94,1,34,Philosophy,Graduate
Amelia Harris,24,3.86,2,77,Science,Senior
Laura Robinson,20,2.02,0,96,Philosophy,Freshman
Ethan Davis,24,2.67,2,25,Sociology,Junior
Ethan Moore,24,2.98,2,102,Literature,Graduate
Sarah Johnson,21,3.09,2,119,Science,Freshman
Harper Miller,20,2.3,2,44,Psychology,Senior
Andrew Moore,18,3.08,0,34,Philosophy,Junior
Isabella Johnson,25,2.53,1,91,Art,Senior
Charlotte Smith,25,2.42,2,10,Computer Science,Sophomore
Benjamin Martinez,21,2.02,1,60,Mathematics,Junior
Mia Thomas,21,2.58,3,50,Mathematics,Sophomore
Ethan Williams,21,3.06,1,83,Art,Sophomore
Laura Jackson,25,3.98,3,7,Art,Senior
Sophia Thomas,18,3.88,0,76,Philosophy,Freshman
Daniel Brown,23,3.4,3,102,Chemistry,Junior
Daniel Harris,18,3.27,2,20,Business,Graduate
Samuel Lee,19,2.6,0,95,Business,Freshman
John Harris,18,2.59,3,19,Mathematics,Senior
Isabella Rodriguez,18,2.01,3,28,Philosophy,Graduate
Sophia Jackson,22,3.08,1,15,Literature,Junior
Daniel Davis,25,2.8,1,65,Engineering,Junior
Charlotte Robinson,22,3.25,3,111,Art,Graduate
Mia Lewis,20,2.35,3,17,Business,Junior
James Rodriguez,20,2.03,0,87,History,Sophomore
Alex Miller,18,3.44,3,115,Engineering,Graduate
Ethan Thomas,21,2.79,0,73,Art,Graduate
Michael Hernandez,21,2.45,3,65,Art,Senior
Katie Thomas,19,2.66,1,105,Literature,Junior
Emma Jones,22,3.92,3,35,Biology,Senior
Jane Williams,21,3.43,0,70,Literature,Freshman
Isabella Anderson,21,2.54,1,64,Sociology,Graduate
John Martinez,20,3.83,2,51,Philosophy,Junior
Jane Johnson,21,2.43,2,24,Psychology,Graduate
Chris Martinez,18,2.16,0,52,Sociology,Junior
Andrew Thomas,24,2.05,3,95,Sociology,Sophomore
David Robinson,18,2.57,3,2,Computer Science,Freshman
Sarah Lewis,24,3.3,1,104,Mathematics,Freshman
John Anderson,23,2.65,2,14,Biology,Freshman
John Harris,22,2.28,0,87,Biology,Junior
Elijah Smith,19,2.51,2,91,Business,Sophomore
Chris Jackson,21,3.3,1,79,Engineering,Junior
Charlotte Brown,22,3.57,0,71,Psychology,Senior
Harper Lee,19,3.88,1,119,Physics,Senior
Alex Garcia,19,2.03,0,86,Economics,Senior
Benjamin Hernandez,24,3.99,0,7,Physics,Sophomore
James Sanchez,22,3.47,0,58,Economics,Freshman
Isabella Johnson,23,3.73,1,31,Biology,Junior
Evelyn Taylor,19,3.65,3,7,Literature,Junior
Sophia Jones,21,3.48,3,43,History,Senior
Michael Lopez,25,2.51,0,77,Art,Freshman
Sophia Martin,20,3.67,1,36,Business,Sophomore
Daniel Hernandez,24,3.65,2,74,Engineering,Graduate
Chris Garcia,23,3.39,1,37,Chemistry,Sophomore
Alex White,19,3.55,3,36,Mathematics,Senior
Katie Sanchez,20,2.65,2,49,Psychology,Senior
Emily Anderson,23,3.26,2,60,Engineering,Junior
John Hernandez,25,2.09,2,78,Science,Senior
Andrew Perez,21,3.04,0,40,Engineering,Senior
Michael Anderson,21,2.19,2,31,Literature,Graduate
Alex Martin,23,3.85,1,108,Psychology,Sophomore
Chris Lewis,25,2.29,1,87,Sociology,Junior
Benjamin Gonzalez,21,2.52,1,41,Philosophy,Sophomore
Andrew White,22,2.6,1,2,Chemistry,Sophomore
Elijah Taylor,21,3.45,2,110,History,Senior
Evelyn Clark,22,3.81,1,42,History,Junior
Elijah Martin,25,2.23,2,61,Biology,Senior
John Lewis,24,3.62,3,10,Economics,Sophomore
Emma Garcia,20,2.38,3,65,History,Sophomore
Laura Johnson,24,3.89,0,59,Science,Senior
Benjamin Jones,24,2.62,2,19,Literature,Graduate
Abigail Brown,21,3.68,0,101,Physics,Sophomore
Abigail Ramirez,25,3.35,2,90,Engineering,Senior
Evelyn Sanchez,20,3.39,2,95,Art,Sophomore
Alex Clark,21,3.62,0,15,Engineering,Graduate
Katie Garcia,24,3.23,0,74,Business,Senior
Evelyn Moore,23,2.51,0,60,Biology,Graduate
Sarah Johnson,22,3.46,2,16,Economics,Senior
James Johnson,24,3.13,1,29,Sociology,Senior
Ethan Martin,19,3.87,1,67,Philosophy,Graduate
Isabella Johnson,22,3.09,2,80,Sociology,Senior
Daniel Perez,23,2.58,0,118,Art,Freshman
Joseph Garcia,24,3.03,3,52,Business,Graduate
Emily Moore,25,2.76,0,52,Engineering,Sophomore
Joseph Taylor,21,3.26,2,51,Psychology,Graduate
Benjamin Martinez,23,2.11,2,98,Literature,Senior
Michael Gonzalez,19,2.37,1,80,Art,Sophomore
Matthew Lewis,25,3.07,1,97,Mathematics,Senior
Mia Davis,25,2.18,3,50,Business,Freshman
Isabella Smith,21,2.29,3,33,History,Graduate
Mia Brown,18,2.65,1,64,Chemistry,Sophomore
Evelyn Hernandez,18,3.51,1,80,Computer Science,Junior
Isabella Martin,18,3.72,1,11,Philosophy,Graduate
Jane Thomas,24,2.98,1,8,Chemistry,Senior
Katie Rodriguez,19,2.91,1,75,Philosophy,Junior
Olivia Hernandez,21,3.7,0,54,Philosophy,Freshman
David Moore,25,2.06,0,28,Mathematics,Junior
James Garcia,24,3.14,1,33,Engineering,Freshman
Olivia Robinson,24,3.51,2,12,History,Sophomore
Elijah Moore,20,2.94,0,10,Science,Freshman
Sophia White,20,3.89,1,80,Physics,Freshman
Michael Rodriguez,22,3.02,3,18,Engineering,Freshman
Laura Miller,25,3.41,0,33,Physics,Senior
Abigail White,21,2.61,0,105,Computer Science,Senior
Matthew Miller,20,3.02,3,10,Business,Graduate
Lucas Jones,25,2.88,1,22,Sociology,Freshman
Harper Perez,18,2.78,0,100,Mathematics,Junior
Amelia Davis,19,3.77,3,112,Computer Science,Graduate
Evelyn Wilson,22,3.45,3,92,Business,Senior
Emily Thomas,18,2.35,1,41,Science,Senior
John Johnson,25,3.45,0,103,Biology,Freshman
Charlotte Taylor,23,2.91,3,79,History,Freshman
Olivia Rodriguez,25,2.7,2,4,Biology,Sophomore
Abigail Clark,24,2.02,0,102,Business,Freshman
Joseph Anderson,23,2.34,1,54,Philosophy,Senior
Lucas Hernandez,23,3.1,0,25,Science,Graduate
Evelyn Wilson,22,3.47,3,53,Physics,Sophomore
Andrew Martinez,21,2.76,1,13,Literature,Freshman
Harper Davis,22,3.94,2,113,Business,Junior
Daniel Robinson,20,3.4,1,94,Biology,Graduate
Isabella Hernandez,24,3.96,1,24,Mathematics,Freshman
Alex Jones,20,3.82,0,117,Literature,Freshman
Benjamin Thompson,22,3.34,0,21,History,Freshman
Jane Johnson,19,2.51,0,35,Philosophy,Sophomore
Laura Miller,20,2.37,0,96,Economics,Graduate
Michael Martinez,21,2.24,3,76,History,Freshman
Emily Rodriguez,21,2.62,1,13,Literature,Junior
Benjamin Martin,21,2.13,0,119,Philosophy,Sophomore
John Rodriguez,21,2.09,1,79,Sociology,Junior
Matthew Davis,19,2.06,0,71,Chemistry,Sophomore
Sarah Garcia,20,3.75,3,93,Computer Science,Junior
Katie White,20,2.97,2,101,Computer Science,Senior
Harper Martinez,20,2.5,1,74,Chemistry,Graduate
Harper Perez,21,3.43,3,5,Sociology,Senior
Alex Perez,19,3.19,3,94,Biology,Sophomore
Sophia Clark,25,2.25,1,103,Chemistry,Sophomore
Alex Clark,21,3.09,1,61,Chemistry,Freshman
Chris Thompson,20,2.5,3,29,Computer Science,Junior
Benjamin Martin,22,2.7,3,74,History,Sophomore
Emily Jackson,22,3.11,0,37,Engineering,Junior
Alex Hernandez,25,2.44,2,55,Sociology,Freshman
Ethan Anderson,23,3.79,2,51,Engineering,Graduate
John White,20,3.26,3,3,Economics,Senior
Matthew White,18,3.04,2,27,Economics,Sophomore
Abigail Thomas,23,3.08,3,95,Science,Sophomore
James Thomas,22,2.37,2,44,History,Freshman
Emma Harris,22,2.64,0,32,Philosophy,Sophomore
Elijah Moore,20,2.79,2,35,Chemistry,Senior
Michael Martinez,19,2.74,0,116,Economics,Junior
Charlotte Jackson,23,3.0,2,26,Science,Senior
Isabella Jackson,19,3.07,2,119,Engineering,Junior
Sarah Smith,20,3.74,2,26,Science,Junior
Charlotte Garcia,23,2.78,3,38,History,Sophomore
Matthew Wilson,21,3.31,2,48,Biology,Graduate
Abigail Martin,22,2.34,1,65,History,Sophomore
Andrew Smith,18,2.88,0,110,Biology,Sophomore
Olivia Perez,18,3.32,3,29,Mathematics,Freshman
Evelyn Gonzalez,19,2.17,1,39,Business,Freshman
Benjamin Smith,23,2.96,1,0,Literature,Graduate
Laura Smith,20,3.92,3,59,History,Graduate
John Martinez,20,2.91,2,76,Sociology,Senior
David Perez,18,2.16,3,13,Mathematics,Graduate
Matthew Thompson,21,3.23,2,49,Psychology,Freshman
Elijah Moore,24,3.21,0,65,Economics,Graduate
Sarah Gonzalez,21,3.4,1,102,Economics,Freshman
Samuel Brown,23,2.74,1,78,Sociology,Senior
Michael Harris,23,2.21,2,25,Science,Graduate
Isabella Johnson,23,2.91,3,86,History,Junior
Laura Moore,21,3.22,2,78,Psychology,Senior
Laura Thompson,21,2.92,2,54,Science,Senior
David Smith,24,3.3,3,105,Biology,Graduate
Amelia Martinez,18,3.8,3,78,Psychology,Junior
Sophia Sanchez,20,3.78,1,77,History,Junior
Ethan Jackson,24,3.14,1,28,Computer Science,Sophomore
Harper Harris,24,3.13,3,94,Sociology,Sophomore
Abigail Williams,19,3.27,3,77,Art,Sophomore
Charlotte Thomas,19,3.92,1,52,History,Senior
Michael Clark,24,3.48,3,86,Engineering,Senior
Elijah Sanchez,24,2.16,2,35,Science,Graduate
Joseph Sanchez,22,2.34,2,41,History,Sophomore
Elijah Rodriguez,21,2.62,2,11,Art,Graduate
Elijah Lopez,25,2.45,0,1,History,Sophomore
Sophia Jones,19,3.19,3,83,History,Senior
Evelyn Jackson,25,2.63,2,15,Mathematics,Senior
Matthew Jones,19,2.05,3,81,Computer Science,Junior
Isabella Williams,18,2.98,2,74,Economics,Freshman
Mia Garcia,25,3.41,3,52,Art,Senior
John Sanchez,22,3.09,0,2,Science,Graduate
Evelyn Lopez,23,2.29,2,7,Art,Senior
Ethan Martinez,23,2.33,3,44,Business,Junior
Evelyn Jackson,19,3.43,2,0,Art,Freshman
Mia Jackson,23,3.21,1,118,Chemistry,Junior
Jane Ramirez,23,2.75,0,3,Mathematics,Senior
Mia Moore,24,2.53,0,94,Economics,Junior
Michael Davis,22,3.2,2,6,Computer Science,Junior
Emma Robinson,18,2.91,2,98,Computer Science,Junior
Laura Johnson,20,2.46,0,60,Psychology,Graduate
Lucas Brown,19,2.27,2,59,Business,Senior
Abigail Johnson,19,2.68,2,34,Literature,Senior
Katie Sanchez,19,3.33,3,18,Business,Sophomore
Amelia Lopez,19,3.06,1,84,Philosophy,Graduate
Katie Lewis,24,3.2,2,39,Philosophy,Freshman
Charlotte Johnson,20,2.56,1,59,Sociology,Freshman
Michael Ramirez,22,2.09,3,112,Computer Science,Junior
Evelyn Harris,19,2.14,2,74,Psychology,Freshman
Charlotte Ramirez,25,3.52,0,68,Business,Sophomore
Mia Anderson,25,2.73,0,1,Art,Freshman
Joseph Clark,24,2.89,2,18,Physics,Freshman
Abigail Lee,20,2.52,3,77,Biology,Freshman
Joseph Rodriguez,21,2.74,0,16,Physics,Sophomore
Evelyn Rodriguez,22,3.72,3,20,Engineering,Graduate
Laura Harris,24,2.69,0,67,Business,Graduate
Alex Smith,24,2.67,2,10,Psychology,Senior
Chris Brown,23,2.11,1,110,Business,Freshman
Abigail Harris,21,2.02,3,108,Chemistry,Senior
Samuel Garcia,18,2.11,1,19,Engineering,Sophomore
Sophia Lewis,25,3.48,0,46,Philosophy,Sophomore
James Wilson,19,2.19,2,87,Sociology,Senior
Laura Jackson,25,2.33,2,41,Literature,Senior
Olivia Gonzalez,18,3.39,3,54,Psychology,Sophomore
Harper Lopez,19,2.88,3,119,Art,Sophomore
Emma Martinez,18,2.03,2,26,Art,Junior
Abigail Martin,18,2.67,3,22,Mathematics,Junior
Olivia Thompson,21,3.93,2,36,Psychology,Junior
Michael Thompson,23,2.55,2,56,Economics,Freshman
James Wilson,21,2.47,3,2,Biology,Senior
Benjamin Johnson,25,3.4,0,108,Literature,Senior
Mia Martin,23,2.43,0,31,Psychology,Sophomore
Katie White,20,3.62,3,35,Art,Junior
John Lee,24,2.64,0,34,Art,Junior
Michael Lewis,18,2.55,0,35,Science,Senior
Samuel Clark,19,2.72,0,43,Philosophy,Graduate
Katie Robinson,18,3.84,0,84,Psychology,Freshman
Amelia Brown,22,3.52,0,33,Economics,Graduate
Olivia Martinez,25,2.25,1,90,Business,Sophomore
Sarah Miller,24,3.07,0,5,Business,Graduate
Alex Thomas,22,2.87,0,70,Psychology,Graduate
Ethan Taylor,25,3.76,3,41,Economics,Graduate
Samuel Brown,18,2.72,2,37,Philosophy,Sophomore
John Martinez,19,3.57,3,96,Economics,Freshman
Laura Thomas,23,3.73,3,78,Chemistry,Senior
Benjamin Harris,19,2.05,2,56,Business,Graduate
David Gonzalez,23,3.15,0,17,Business,Junior
Daniel Thomas,18,2.57,2,41,Computer Science,Senior
Sarah Thomas,22,3.25,3,38,Chemistry,Junior
Charlotte Clark,18,3.99,3,86,Physics,Graduate
Evelyn Taylor,21,2.59,3,41,Biology,Junior
Olivia Taylor,22,3.63,1,117,Chemistry,Junior
Sophia White,21,3.63,1,5,Sociology,Graduate
Katie Harris,21,2.71,0,102,History,Senior
Ethan Jones,24,2.25,0,48,Mathematics,Freshman
Daniel White,25,2.42,1,23,Science,Senior
Emily Perez,19,2.11,3,115,Sociology,Freshman
John Perez,22,2.66,3,11,Philosophy,Senior
Emma Ramirez,20,2.29,1,83,Computer Science,Graduate
Elijah Anderson,20,3.33,3,70,Sociology,Graduate
Alex Martinez,23,2.43,1,50,Science,Sophomore
Joseph Garcia,20,2.8,1,28,Computer Science,Graduate
Amelia Perez,21,2.94,3,45,Biology,Junior
Sarah Wilson,18,2.12,3,46,Mathematics,Junior
David Miller,24,3.95,3,100,Science,Freshman
Olivia Lewis,23,2.67,0,65,Engineering,Sophomore
Matthew Gonzalez,24,3.6,3,111,Philosophy,Freshman
Harper Brown,18,3.02,0,9,Science,Sophomore
Emily Martin,25,2.44,0,11,Art,Graduate
Amelia Jones,22,2.8,1,68,Art,Junior
Katie Garcia,19,2.66,0,26,Engineering,Sophomore
Emily Johnson,25,3.58,2,50,Science,Graduate
Amelia Taylor,25,3.32,1,108,Physics,Freshman
Samuel Lee,19,2.05,3,46,History,Sophomore
Alex White,19,2.9,3,39,Sociology,Junior
Samuel Garcia,23,3.21,3,36,Sociology,Senior
Sophia Hernandez,21,3.99,0,80,Chemistry,Graduate
Alex Moore,24,2.2,0,10,Science,Graduate
John Davis,24,2.1,0,71,Psychology,Junior
Andrew Martinez,24,3.04,3,22,History,Sophomore
Michael Moore,19,2.95,3,80,Psychology,Senior
Evelyn Harris,19,3.7,1,30,Sociology,Sophomore
Amelia Lewis,19,2.26,2,53,Physics,Freshman
Mia Garcia,21,3.75,2,26,Biology,Graduate
Andrew Clark,24,3.51,0,98,Business,Senior
Daniel Brown,24,3.74,3,52,Physics,Sophomore
Amelia Wilson,19,2.59,3,104,Business,Junior
John Garcia,21,3.47,3,77,Art,Graduate
Mia White,18,2.17,3,91,Physics,Junior
Michael Clark,18,3.31,0,72,Philosophy,Sophomore
Andrew Robinson,20,3.06,1,109,Mathematics,Sophomore
Jane Johnson,25,2.8,0,120,Biology,Graduate
Sarah Johnson,24,3.65,3,16,History,Freshman
James Ramirez,21,2.58,0,14,Biology,Sophomore
James Sanchez,25,3.32,3,67,Chemistry,Junior
Samuel Martin,25,2.48,1,113,History,Sophomore
Evelyn Moore,20,2.39,2,24,Mathematics,Freshman
Abigail Robinson,24,2.79,0,48,Computer Science,Senior
Daniel Gonzalez,18,3.77,0,99,Philosophy,Sophomore
Chris Lopez,23,2.15,2,35,Art,Senior
Jane Jones,18,2.04,1,21,Philosophy,Junior
David Smith,18,2.05,2,78,Psychology,Sophomore
Emily Williams,21,2.61,0,117,Business,Freshman
David Davis,20,2.22,2,11,Sociology,Freshman
Katie Williams,18,2.12,1,24,Philosophy,Junior
Lucas Garcia,23,3.9,1,95,Economics,Sophomore
James Perez,19,2.48,2,68,History,Junior
Laura Smith,22,2.18,1,67,Business,Graduate
Daniel Taylor,20,2.63,2,107,Art,Senior
Evelyn Williams,24,2.9,3,67,Biology,Graduate
Elijah Hernandez,19,2.77,1,44,Chemistry,Junior
John Gonzalez,20,3.59,1,113,Engineering,Freshman
Evelyn Martin,25,2.42,3,3,Art,Graduate
Chris Perez,22,3.78,2,82,Business,Sophomore
Harper Robinson,21,2.0,2,98,History,Graduate
Daniel Johnson,23,3.05,3,112,Mathematics,Sophomore
Olivia Moore,23,3.23,1,52,Business,Sophomore
Harper Johnson,24,2.76,2,89,Art,Graduate
Evelyn Garcia,20,2.85,2,42,Psychology,Senior
Daniel Ramirez,18,3.49,0,85,Mathematics,Senior
Jane Miller,22,2.7,1,17,Philosophy,Sophomore
Sarah Jackson,23,2.78,3,77,Engineering,Sophomore
Katie Clark,18,3.47,0,76,Science,Junior
Laura Lewis,22,3.97,1,53,Business,Junior
Harper Robinson,25,3.61,0,97,Engineering,Sophomore
Samuel Taylor,21,2.96,1,96,Philosophy,Junior
Chris Martinez,23,2.4,0,90,Chemistry,Sophomore
Samuel Wilson,23,2.65,3,7,Chemistry,Sophomore
