Student Name,Entity,% Enr,Student Type,Race,Days Absent,Days Present,Days Possible,Percent Atnd,Ave Dly Attend,Days Excused,Days Unexc,Ave Dly Mbr,Calendar,Hisp/Lat,Current Date,Student Number,Current Grade,Guardian Name,Guardian Phone,Counselor,Counselor Email,Dean Name,Dean Email
Lisa Fogarty,Penn High School,Full Time,High School,Hispanic,11,150,180,92%,83%,3,6,10,Gold/Black,Yes,09/25/2025,259445,Victory Lap,Alexis Davis,219-555-2293,Mr. Brown,williams@example.com,Mr. Blue,red@example.com
Van Wilson,Penn High School,Full Time,High School,Asian,17,164,180,99%,98%,7,8,10,Gold/Black,No,09/25/2025,728939,Victory Lap,Kaden Johnson,219-555-5166,Ms. Johnson,williams@example.com,Ms. Green,red@example.com
Alexis Miller,Penn High School,Full Time,High School,White,5,167,180,93%,90%,7,4,10,Gold/Black,Yes,09/25/2025,505805,Senior,Emma Brown,219-555-7212,Ms. Jones,smith@example.com,Ms. Red,red@example.com
Noah Jones,Penn High School,Full Time,High School,Other,16,176,180,99%,92%,1,8,10,Gold/Black,Yes,09/25/2025,455097,Victory Lap,Lisa Jones,219-555-5651,Mr. Smith,johson@example.com,Ms. Red,black@example.com
Lucian Moore,Penn High School,Full Time,High School,Asian,2,165,180,91%,82%,4,6,10,Gold/Black,Yes,09/25/2025,785934,Freshman,Aiden Moore,219-555-9838,Mr. Smith,brown@example.com,Mrs. Black,blue@example.com
Ben Jones,Penn High School,Full Time,High School,Other,1,156,180,81%,90%,5,6,10,Gold/Black,No,09/25/2025,408823,Junior,Jane Smith,219-555-6059,Mr. Smith,jones@example.com,Ms. Green,white@example.com
Danielle Johnson,Penn High School,Full Time,High School,Hispanic,12,155,180,82%,85%,0,1,10,Gold/Black,Yes,09/25/2025,942025,Victory Lap,Rachel Davis,219-555-4872,Ms. Jones,jones@example.com,Mrs. Black,red@example.com
Ben Smith,Penn High School,Full Time,High School,Black,13,173,180,98%,86%,5,6,10,Gold/Black,No,09/25/2025,386045,Senior,Kyan Miller,219-555-5884,Mr. Brown,brown@example.com,Mr. White,black@example.com
Keaton Willaims,Penn High School,Full Time,High School,Black,3,160,180,86%,89%,9,9,10,Gold/Black,No,09/25/2025,489127,Junior,Marge Fogarty,219-555-1866,Mr. Brown,smith@example.com,Ms. Red,black@example.com
Emma Garcia,Penn High School,Full Time,High School,Other,17,179,180,90%,91%,3,4,10,Gold/Black,Yes,09/25/2025,985242,Sophomore,Emmy Garcia,219-555-6287,Mr. Smith,jones@example.com,Mr. Blue,red@example.com
Katerina Moore,Penn High School,Full Time,High School,Hispanic,14,178,180,93%,84%,0,3,10,Gold/Black,No,09/25/2025,739868,Freshman,Emma Miller,219-555-8396,Mrs. Williams,williams@example.com,Ms. Green,green@example.com
Kyan Smith,Penn High School,Full Time,High School,White,11,160,180,93%,90%,8,5,10,Gold/Black,Yes,09/25/2025,300393,Sophomore,Benedict Wilson,219-555-3329,Mr. Brown,williams@example.com,Mrs. Black,white@example.com
Kyan Foster,Penn High School,Full Time,High School,Asian,10,169,180,92%,91%,7,3,10,Gold/Black,Yes,09/25/2025,468694,Senior,Eliana Garcia,219-555-8383,Mr. Smith,johson@example.com,Ms. Red,blue@example.com
Kaden Manukyan,Penn High School,Full Time,High School,Other,16,177,180,88%,86%,8,7,10,Gold/Black,No,09/25/2025,600121,Freshman,Alexis Johnson,219-555-9235,Ms. Johnson,williams@example.com,Mrs. Black,white@example.com
Van Miller,Penn High School,Full Time,High School,Black,6,156,180,88%,98%,6,2,10,Gold/Black,Yes,09/25/2025,437195,Freshman,Lisa Willaims,219-555-6925,Mrs. Williams,smith@example.com,Ms. Green,blue@example.com
Eliana DeFreitas,Penn High School,Full Time,High School,Asian,14,175,180,92%,93%,8,5,10,Gold/Black,Yes,09/25/2025,388278,Senior,Marge Fogarty,219-555-4761,Mr. Brown,jones@example.com,Ms. Green,white@example.com
Marge Fogarty,Penn High School,Full Time,High School,Hispanic,17,166,180,81%,93%,1,3,10,Gold/Black,Yes,09/25/2025,832023,Senior,Jane Anderson,219-555-7942,Mr. Brown,johson@example.com,Mrs. Black,blue@example.com
Jill Johnson,Penn High School,Full Time,High School,White,18,152,180,82%,89%,4,1,10,Gold/Black,Yes,09/25/2025,819218,Senior,Elijah Wilson,219-555-3144,Ms. Jones,jones@example.com,Mrs. Black,white@example.com
Roman Brown,Penn High School,Full Time,High School,White,9,162,180,90%,96%,2,6,10,Gold/Black,Yes,09/25/2025,768216,Sophomore,Eliana DeFreitas,219-555-2698,Mrs. Williams,brown@example.com,Ms. Green,white@example.com
Alexis Moore,Penn High School,Full Time,High School,Other,0,166,180,87%,89%,0,1,10,Gold/Black,Yes,09/25/2025,944212,Junior,Rachel Garcia,219-555-8587,Ms. Jones,williams@example.com,Ms. Green,white@example.com
Noah Johnson,Penn High School,Full Time,High School,White,4,163,180,82%,86%,4,2,10,Gold/Black,Yes,09/25/2025,309417,Victory Lap,Lucian Johnson,219-555-3671,Mr. Brown,jones@example.com,Mr. Blue,blue@example.com
Eliana DeFreitas,Penn High School,Full Time,High School,Hispanic,11,150,180,88%,80%,1,4,10,Gold/Black,Yes,09/25/2025,554973,Senior,Elijah Anderson,219-555-1715,Mr. Brown,smith@example.com,Ms. Red,red@example.com
Lucian Anderson,Penn High School,Full Time,High School,Asian,0,162,180,89%,94%,8,8,10,Gold/Black,No,09/25/2025,565242,Victory Lap,Kyan Willaims,219-555-5362,Ms. Johnson,smith@example.com,Mr. White,green@example.com
Emma Moore,Penn High School,Full Time,High School,Asian,13,152,180,81%,81%,2,2,10,Gold/Black,No,09/25/2025,274588,Victory Lap,Eliana Miller,219-555-8861,Ms. Johnson,williams@example.com,Ms. Red,white@example.com
Jill Garcia,Penn High School,Full Time,High School,Asian,7,167,180,84%,93%,6,1,10,Gold/Black,No,09/25/2025,296070,Victory Lap,Andrew DeFreitas,219-555-6821,Mr. Smith,smith@example.com,Ms. Red,red@example.com
Mac Davis,Penn High School,Full Time,High School,White,14,172,180,91%,87%,7,6,10,Gold/Black,No,09/25/2025,149394,Senior,Ben Brown,219-555-6224,Mr. Brown,johson@example.com,Mrs. Black,black@example.com
Katerina Willaims,Penn High School,Full Time,High School,Asian,19,158,180,95%,94%,2,3,10,Gold/Black,Yes,09/25/2025,406401,Sophomore,Rachel Smith,219-555-4149,Mrs. Williams,jones@example.com,Mrs. Black,white@example.com
Mac Smith,Penn High School,Full Time,High School,Hispanic,15,156,180,87%,81%,0,2,10,Gold/Black,No,09/25/2025,823878,Senior,Andrew Willaims,219-555-5504,Ms. Jones,jones@example.com,Ms. Red,green@example.com
Alexis Wilson,Penn High School,Full Time,High School,White,16,170,180,89%,99%,6,0,10,Gold/Black,Yes,09/25/2025,147897,Victory Lap,Noah Miller,219-555-6929,Ms. Johnson,smith@example.com,Ms. Green,black@example.com
Benedict Garcia,Penn High School,Full Time,High School,Asian,0,151,180,89%,81%,6,6,10,Gold/Black,No,09/25/2025,145920,Junior,Danielle Davis,219-555-7798,Ms. Jones,johson@example.com,Ms. Red,blue@example.com
Keaton Brown,Penn High School,Full Time,High School,Hispanic,7,173,180,86%,80%,6,2,10,Gold/Black,No,09/25/2025,363881,Freshman,Lisa Miller,219-555-4225,Mrs. Williams,johson@example.com,Mrs. Black,white@example.com
Jill Johnson,Penn High School,Full Time,High School,White,17,157,180,95%,86%,5,3,10,Gold/Black,No,09/25/2025,947283,Sophomore,Kaden Davis,219-555-6390,Mrs. Williams,brown@example.com,Ms. Red,white@example.com
Aiden Willaims,Penn High School,Full Time,High School,Black,10,175,180,83%,88%,5,1,10,Gold/Black,No,09/25/2025,396797,Senior,Emmy Smith,219-555-4292,Mr. Smith,jones@example.com,Mrs. Black,blue@example.com
Alexis Johnson,Penn High School,Full Time,High School,White,11,173,180,82%,86%,0,4,10,Gold/Black,Yes,09/25/2025,308668,Freshman,Noah Garcia,219-555-1562,Ms. Jones,jones@example.com,Ms. Red,green@example.com
Lucian Johnson,Penn High School,Full Time,High School,White,17,170,180,87%,84%,7,0,10,Gold/Black,No,09/25/2025,174328,Junior,Benedict Jones,219-555-2473,Mr. Brown,brown@example.com,Ms. Green,black@example.com
Katerina Willaims,Penn High School,Full Time,High School,Black,19,174,180,83%,95%,8,8,10,Gold/Black,No,09/25/2025,761466,Senior,Van Brown,219-555-1039,Mrs. Williams,brown@example.com,Ms. Red,red@example.com
Marge Manukyan,Penn High School,Full Time,High School,Black,6,154,180,88%,92%,0,5,10,Gold/Black,No,09/25/2025,235073,Junior,Lisa Davis,219-555-1420,Mr. Brown,williams@example.com,Ms. Green,black@example.com
Kyan Jones,Penn High School,Full Time,High School,Asian,6,158,180,97%,87%,4,4,10,Gold/Black,No,09/25/2025,837224,Freshman,Roman Miller,219-555-4384,Ms. Johnson,williams@example.com,Mr. White,white@example.com
Van Fogarty,Penn High School,Full Time,High School,Hispanic,15,172,180,89%,82%,5,3,10,Gold/Black,Yes,09/25/2025,243041,Sophomore,Rachel Anderson,219-555-7682,Ms. Johnson,williams@example.com,Ms. Red,green@example.com
Mac Smith,Penn High School,Full Time,High School,White,4,164,180,83%,91%,1,3,10,Gold/Black,Yes,09/25/2025,810839,Junior,Benedict Miller,219-555-5226,Mr. Brown,jones@example.com,Mr. White,green@example.com
Joe Smith,Penn High School,Full Time,High School,Hispanic,16,178,180,93%,84%,1,8,10,Gold/Black,Yes,09/25/2025,361535,Senior,Lisa Jones,219-555-1550,Mrs. Williams,williams@example.com,Mrs. Black,black@example.com
Jill Manukyan,Penn High School,Full Time,High School,Asian,1,169,180,93%,84%,2,1,10,Gold/Black,No,09/25/2025,752621,Sophomore,Ben Moore,219-555-9113,Ms. Jones,brown@example.com,Mr. White,red@example.com
Kyan Smith,Penn High School,Full Time,High School,Black,12,165,180,86%,88%,6,2,10,Gold/Black,No,09/25/2025,550410,Junior,Rachel Brown,219-555-3647,Mr. Smith,johson@example.com,Mrs. Black,blue@example.com
Ben Moore,Penn High School,Full Time,High School,White,16,152,180,94%,90%,6,6,10,Gold/Black,No,09/25/2025,460978,Senior,Keaton Fogarty,219-555-8136,Mr. Smith,brown@example.com,Ms. Green,green@example.com
Lucian Garcia,Penn High School,Full Time,High School,Black,8,169,180,98%,99%,1,6,10,Gold/Black,No,09/25/2025,270773,Junior,Emma DeFreitas,219-555-2480,Ms. Jones,johson@example.com,Ms. Red,blue@example.com
Kyan Wilson,Penn High School,Full Time,High School,Black,4,177,180,88%,87%,7,4,10,Gold/Black,Yes,09/25/2025,819761,Senior,Marge Smith,219-555-9803,Mrs. Williams,williams@example.com,Mr. White,blue@example.com
Lucian Jones,Penn High School,Full Time,High School,Black,13,163,180,95%,84%,1,8,10,Gold/Black,No,09/25/2025,575413,Sophomore,Elijah Foster,219-555-7296,Mr. Smith,jones@example.com,Mr. Blue,white@example.com
Jill Davis,Penn High School,Full Time,High School,Hispanic,15,160,180,83%,86%,4,3,10,Gold/Black,No,09/25/2025,756380,Junior,Van Garcia,219-555-9668,Ms. Jones,williams@example.com,Mrs. Black,white@example.com
Elijah Moore,Penn High School,Full Time,High School,Asian,15,174,180,86%,93%,6,8,10,Gold/Black,Yes,09/25/2025,825883,Victory Lap,Emma Miller,219-555-8583,Mrs. Williams,williams@example.com,Mrs. Black,red@example.com
Mac Smith,Penn High School,Full Time,High School,Hispanic,19,177,180,87%,87%,1,7,10,Gold/Black,Yes,09/25/2025,261617,Senior,Rachel Fogarty,219-555-4412,Mr. Brown,jones@example.com,Ms. Green,red@example.com
Eliana Willaims,Penn High School,Full Time,High School,Asian,4,173,180,96%,83%,2,9,10,Gold/Black,Yes,09/25/2025,434340,Senior,Rachel Wilson,219-555-7552,Mr. Brown,brown@example.com,Ms. Red,green@example.com
Aiden Johnson,Penn High School,Full Time,High School,Asian,10,155,180,87%,83%,1,8,10,Gold/Black,Yes,09/25/2025,261635,Freshman,Lucian Foster,219-555-3024,Ms. Jones,smith@example.com,Mr. White,black@example.com
Elijah Manukyan,Penn High School,Full Time,High School,Asian,8,151,180,84%,96%,8,7,10,Gold/Black,No,09/25/2025,290027,Senior,Jane Smith,219-555-4534,Ms. Jones,brown@example.com,Ms. Red,white@example.com
Elijah Wilson,Penn High School,Full Time,High School,Asian,10,175,180,91%,92%,8,2,10,Gold/Black,Yes,09/25/2025,869028,Junior,Alexis Jones,219-555-9717,Ms. Jones,brown@example.com,Mr. White,white@example.com
Noah Fogarty,Penn High School,Full Time,High School,Asian,0,164,180,84%,87%,7,8,10,Gold/Black,No,09/25/2025,155898,Victory Lap,Van Miller,219-555-3975,Ms. Johnson,jones@example.com,Mr. Blue,white@example.com
Lucian Jones,Penn High School,Full Time,High School,White,6,153,180,97%,89%,8,1,10,Gold/Black,No,09/25/2025,655427,Freshman,Eliana Brown,219-555-7720,Mr. Smith,brown@example.com,Ms. Red,black@example.com
Alexis Johnson,Penn High School,Full Time,High School,Other,0,176,180,81%,89%,4,4,10,Gold/Black,Yes,09/25/2025,968671,Victory Lap,Van Smith,219-555-4656,Ms. Jones,jones@example.com,Mr. Blue,black@example.com
Lucian DeFreitas,Penn High School,Full Time,High School,Asian,0,172,180,89%,93%,6,9,10,Gold/Black,Yes,09/25/2025,724188,Junior,Keaton Manukyan,219-555-6550,Ms. Johnson,smith@example.com,Mr. White,green@example.com
Alexis Foster,Penn High School,Full Time,High School,Black,5,161,180,92%,99%,0,0,10,Gold/Black,No,09/25/2025,119025,Junior,Ben DeFreitas,219-555-9954,Mr. Smith,smith@example.com,Ms. Green,green@example.com
Katerina Miller,Penn High School,Full Time,High School,Asian,15,169,180,96%,98%,8,4,10,Gold/Black,No,09/25/2025,631476,Sophomore,Eliana Manukyan,219-555-8215,Ms. Johnson,williams@example.com,Mr. Blue,blue@example.com
Andrew Wilson,Penn High School,Full Time,High School,Hispanic,8,152,180,90%,89%,5,0,10,Gold/Black,Yes,09/25/2025,498357,Junior,Andrew Willaims,219-555-4072,Mr. Brown,jones@example.com,Mrs. Black,blue@example.com
Alexis Anderson,Penn High School,Full Time,High School,White,19,158,180,84%,93%,8,8,10,Gold/Black,No,09/25/2025,964389,Junior,Marge Johnson,219-555-7057,Ms. Jones,johson@example.com,Ms. Green,black@example.com
Rachel Smith,Penn High School,Full Time,High School,Black,12,162,180,93%,97%,8,9,10,Gold/Black,No,09/25/2025,979864,Junior,Aiden DeFreitas,219-555-5825,Ms. Jones,smith@example.com,Mr. White,green@example.com
Emma Wilson,Penn High School,Full Time,High School,White,16,171,180,93%,94%,7,5,10,Gold/Black,No,09/25/2025,272506,Sophomore,Kyan Anderson,219-555-7230,Mr. Smith,jones@example.com,Mr. Blue,black@example.com
Katerina Miller,Penn High School,Full Time,High School,White,14,158,180,95%,83%,6,4,10,Gold/Black,Yes,09/25/2025,498568,Junior,Roman DeFreitas,219-555-6398,Mr. Brown,smith@example.com,Ms. Red,white@example.com
Jill Brown,Penn High School,Full Time,High School,Hispanic,15,162,180,86%,88%,1,5,10,Gold/Black,Yes,09/25/2025,859258,Victory Lap,Aiden Foster,219-555-3951,Ms. Johnson,johson@example.com,Mr. White,blue@example.com
Emma Foster,Penn High School,Full Time,High School,Hispanic,4,178,180,91%,82%,0,7,10,Gold/Black,Yes,09/25/2025,865729,Freshman,Rachel Miller,219-555-3049,Mrs. Williams,jones@example.com,Mr. Blue,white@example.com
Lisa Jones,Penn High School,Full Time,High School,Other,0,177,180,92%,99%,8,8,10,Gold/Black,No,09/25/2025,830793,Senior,Andrew Brown,219-555-7448,Mr. Smith,smith@example.com,Mr. Blue,green@example.com
Keaton Anderson,Penn High School,Full Time,High School,Black,15,172,180,87%,92%,0,5,10,Gold/Black,Yes,09/25/2025,676602,Senior,Kaden Manukyan,219-555-1602,Mr. Smith,jones@example.com,Mrs. Black,black@example.com
Alexis Moore,Penn High School,Full Time,High School,Other,13,157,180,80%,86%,8,2,10,Gold/Black,Yes,09/25/2025,699937,Sophomore,Marge Wilson,219-555-9362,Ms. Johnson,jones@example.com,Mr. White,blue@example.com
Roman Brown,Penn High School,Full Time,High School,Hispanic,12,156,180,86%,94%,5,1,10,Gold/Black,No,09/25/2025,917106,Sophomore,Jill Smith,219-555-2673,Ms. Jones,jones@example.com,Ms. Red,red@example.com
Noah Foster,Penn High School,Full Time,High School,Black,0,171,180,86%,84%,4,1,10,Gold/Black,Yes,09/25/2025,499632,Junior,Lucian Moore,219-555-2224,Ms. Jones,johson@example.com,Ms. Red,blue@example.com
Van Smith,Penn High School,Full Time,High School,White,5,177,180,89%,87%,4,4,10,Gold/Black,No,09/25/2025,134161,Freshman,Jill Wilson,219-555-9001,Ms. Jones,brown@example.com,Mrs. Black,red@example.com
Ben Johnson,Penn High School,Full Time,High School,Hispanic,15,165,180,92%,90%,7,9,10,Gold/Black,Yes,09/25/2025,507404,Senior,Eliana Wilson,219-555-6847,Ms. Jones,johson@example.com,Mrs. Black,red@example.com
Emma Miller,Penn High School,Full Time,High School,Other,19,165,180,86%,96%,2,3,10,Gold/Black,Yes,09/25/2025,293590,Junior,Joe Foster,219-555-6897,Mrs. Williams,williams@example.com,Mrs. Black,blue@example.com
Lucian Willaims,Penn High School,Full Time,High School,Asian,10,179,180,84%,80%,6,4,10,Gold/Black,No,09/25/2025,258828,Freshman,Van Anderson,219-555-6904,Mr. Brown,brown@example.com,Ms. Green,red@example.com
Katerina Anderson,Penn High School,Full Time,High School,Other,15,164,180,99%,95%,0,5,10,Gold/Black,Yes,09/25/2025,442946,Senior,Alexis DeFreitas,219-555-8647,Ms. Johnson,brown@example.com,Ms. Red,green@example.com
Eliana Wilson,Penn High School,Full Time,High School,Black,5,174,180,89%,84%,8,6,10,Gold/Black,Yes,09/25/2025,201882,Junior,Van Miller,219-555-9354,Ms. Johnson,smith@example.com,Ms. Red,red@example.com
Eliana Smith,Penn High School,Full Time,High School,Other,11,155,180,91%,93%,1,5,10,Gold/Black,Yes,09/25/2025,225373,Junior,Jill Manukyan,219-555-2040,Mr. Brown,jones@example.com,Ms. Red,blue@example.com
Emmy Davis,Penn High School,Full Time,High School,Asian,14,161,180,92%,93%,5,7,10,Gold/Black,Yes,09/25/2025,269898,Victory Lap,Andrew Jones,219-555-5169,Ms. Johnson,smith@example.com,Mr. Blue,black@example.com
Van Foster,Penn High School,Full Time,High School,Hispanic,19,163,180,80%,89%,9,9,10,Gold/Black,No,09/25/2025,813974,Sophomore,Ben Moore,219-555-1983,Ms. Johnson,johson@example.com,Mr. Blue,black@example.com
Jill Foster,Penn High School,Full Time,High School,White,6,176,180,91%,87%,6,3,10,Gold/Black,No,09/25/2025,663085,Sophomore,Katerina Moore,219-555-9343,Mr. Brown,johson@example.com,Ms. Green,black@example.com
Kaden Smith,Penn High School,Full Time,High School,Asian,2,176,180,99%,91%,1,4,10,Gold/Black,No,09/25/2025,200156,Junior,Jane Smith,219-555-9967,Ms. Johnson,johson@example.com,Mr. Blue,blue@example.com
Danielle Jones,Penn High School,Full Time,High School,Hispanic,13,154,180,89%,93%,0,9,10,Gold/Black,No,09/25/2025,812265,Freshman,Jane Brown,219-555-8217,Ms. Jones,johson@example.com,Mrs. Black,white@example.com
Emmy Garcia,Penn High School,Full Time,High School,White,5,167,180,97%,98%,9,9,10,Gold/Black,No,09/25/2025,398424,Junior,Joe Anderson,219-555-9526,Ms. Jones,johson@example.com,Mrs. Black,black@example.com
Eliana Smith,Penn High School,Full Time,High School,Other,2,166,180,83%,94%,9,8,10,Gold/Black,No,09/25/2025,878877,Junior,Marge DeFreitas,219-555-9967,Ms. Johnson,smith@example.com,Mr. White,black@example.com
Katerina Miller,Penn High School,Full Time,High School,White,9,154,180,81%,86%,4,6,10,Gold/Black,No,09/25/2025,874387,Senior,Marge Miller,219-555-9869,Ms. Johnson,smith@example.com,Mr. Blue,green@example.com
Eliana Garcia,Penn High School,Full Time,High School,Hispanic,13,165,180,97%,93%,6,6,10,Gold/Black,No,09/25/2025,835193,Freshman,Rachel Brown,219-555-6159,Mr. Smith,williams@example.com,Ms. Green,white@example.com
Emma Davis,Penn High School,Full Time,High School,White,8,167,180,90%,88%,9,7,10,Gold/Black,No,09/25/2025,613714,Junior,Eliana Willaims,219-555-9351,Mr. Smith,brown@example.com,Mr. Blue,green@example.com
Katerina Brown,Penn High School,Full Time,High School,White,6,168,180,82%,92%,1,0,10,Gold/Black,Yes,09/25/2025,339899,Junior,Rachel Willaims,219-555-1751,Mr. Brown,johson@example.com,Ms. Red,green@example.com
Lucian Miller,Penn High School,Full Time,High School,Other,1,154,180,92%,94%,9,6,10,Gold/Black,Yes,09/25/2025,912456,Senior,Aiden Manukyan,219-555-1602,Mr. Brown,williams@example.com,Mrs. Black,white@example.com
Jane Fogarty,Penn High School,Full Time,High School,Hispanic,14,155,180,86%,84%,4,0,10,Gold/Black,No,09/25/2025,183059,Freshman,Emma Wilson,219-555-3095,Mr. Smith,williams@example.com,Ms. Red,green@example.com
Benedict Wilson,Penn High School,Full Time,High School,White,7,179,180,93%,92%,0,8,10,Gold/Black,No,09/25/2025,367254,Freshman,Van Manukyan,219-555-8527,Mr. Brown,johson@example.com,Mrs. Black,white@example.com
Joe Wilson,Penn High School,Full Time,High School,White,19,158,180,89%,98%,8,3,10,Gold/Black,No,09/25/2025,735838,Sophomore,Benedict Smith,219-555-8731,Ms. Jones,williams@example.com,Mr. White,white@example.com
