Name,Age,GPA,Credits Completed,Year,Pathway
Eliana Davis,15,3.95,22,Sophomore,Early College
Lisa Wilson,17,0.61,48,Victory Lap,Early College
Van Miller,15,4.21,22,Senior,Bio Med
Danielle Moore,17,3.75,38,Victory Lap,Business
Kaden Davis,15,2.97,55,Junior,Computer Science
Benedict Willaims,15,0.35,31,Freshman,Culinary
Emmy Foster,16,3.99,4,Junior,Culinary
Keaton DeFreitas,14,1.72,49,Freshman,Culinary
Kaden Wilson,19,0.64,4,Senior,Early College
Roman Manukyan,18,4.04,23,Sophomore,Construction
Jill Manukyan,14,2.18,21,Sophomore,Early College
Ben Brown,14,3.49,49,Victory Lap,Engineering
Alexis Wilson,16,0.89,8,Senior,Business
Keaton Miller,14,0.48,20,Senior,Early College
Andrew Willaims,14,0.86,22,Junior,Business
Alexis Davis,17,0.81,1,Victory Lap,Engineering
Aiden Manukyan,14,2.26,25,Sophomore,Engineering
Kyan Brown,16,2.77,44,Victory Lap,Bio Med
Ben Miller,15,1.08,46,Senior,Construction
Van Willaims,17,0.52,46,Victory Lap,Marketing
Emmy Miller,19,3.85,6,Victory Lap,Business
Jane Jones,16,3.59,21,Senior,Construction
Lisa Davis,14,1.07,39,Senior,Bio Med
Danielle Manukyan,19,1.79,53,Junior,Business
Jill Willaims,16,3.15,12,Victory Lap,Criminal Justice
Andrew Fogarty,18,2.82,29,Freshman,Engineering
Keaton Foster,17,0.78,52,Sophomore,Criminal Justice
Alexis Davis,15,1.04,38,Junior,Engineering
Lisa Jones,14,0.8,46,Victory Lap,Early College
Joe Willaims,17,2.78,23,Senior,Culinary
Aiden Willaims,19,3.57,13,Victory Lap,Culinary
Alexis Wilson,15,1.95,3,Junior,Early College
Eliana Johnson,17,1.88,12,Freshman,Bio Med
Joe Smith,17,1.73,36,Senior,Criminal Justice
Andrew Johnson,19,3.77,45,Junior,Early Childhood Education
Keaton Brown,17,3.86,22,Sophomore,Computer Science
Joe Wilson,18,2.47,21,Freshman,Construction
Jill Moore,18,0.58,44,Sophomore,Computer Science
Emmy Jones,16,1.22,1,Victory Lap,Marketing
Kyan Garcia,14,1.7,23,Victory Lap,Marketing
Emma Wilson,15,3.07,47,Senior,Criminal Justice
Jane Brown,17,2.1,19,Victory Lap,Bio Med
Alexis Jones,17,0.43,50,Senior,Marketing
Van Foster,18,3.0,29,Senior,Criminal Justice
Emmy Davis,17,2.16,55,Victory Lap,Business
Jane Davis,14,1.63,44,Senior,Early College
Jill Moore,17,2.34,0,Freshman,Marketing
Aiden Johnson,16,0.89,37,Victory Lap,Construction
Aiden Manukyan,18,3.7,23,Senior,Bio Med
Eliana DeFreitas,17,1.71,46,Sophomore,Early Childhood Education
Roman Anderson,14,1.82,15,Freshman,Criminal Justice
Aiden Fogarty,19,2.53,2,Sophomore,Engineering
Jill Jones,15,2.04,1,Sophomore,Early College
Emmy Davis,15,3.66,45,Victory Lap,Business
Lisa Willaims,18,4.08,36,Junior,Early Childhood Education
Benedict Manukyan,17,3.85,33,Senior,Business
Van Davis,16,3.4,56,Freshman,Computer Science
Ben Davis,15,4.05,22,Senior,Criminal Justice
Lucian DeFreitas,15,0.74,48,Sophomore,Engineering
Van Fogarty,16,3.03,18,Senior,Criminal Justice
Lucian DeFreitas,18,2.74,15,Freshman,Early College
Emmy Garcia,14,3.24,57,Freshman,Computer Science
Emma Anderson,15,1.63,39,Victory Lap,Culinary
Emma Willaims,17,0.62,27,Junior,Criminal Justice
Eliana Jones,15,0.83,21,Sophomore,Computer Science
Rachel Brown,15,3.53,45,Freshman,Culinary
Roman Fogarty,14,2.66,1,Junior,Construction
Lisa Miller,19,4.28,23,Junior,Criminal Justice
Aiden Brown,16,3.19,19,Sophomore,Construction
Kyan Foster,14,3.49,40,Junior,Construction
Roman Fogarty,16,4.18,18,Junior,Bio Med
Kyan DeFreitas,18,0.39,10,Senior,Bio Med
Lisa Anderson,19,1.21,8,Senior,Business
Katerina Willaims,14,3.24,38,Victory Lap,Computer Science
Elijah Johnson,19,1.58,13,Freshman,Marketing
Joe Jones,15,0.34,35,Senior,Construction
Mac Anderson,18,3.93,6,Sophomore,Criminal Justice
Keaton Willaims,17,2.38,33,Victory Lap,Criminal Justice
Kaden Moore,18,4.15,6,Junior,Construction
Danielle Moore,16,3.0,40,Junior,Business
Mac DeFreitas,15,3.32,12,Freshman,Bio Med
Noah Jones,17,0.75,32,Senior,Marketing
Lucian Davis,16,1.23,60,Freshman,Criminal Justice
Alexis Fogarty,17,2.61,13,Victory Lap,Engineering
Eliana DeFreitas,15,4.04,35,Junior,Computer Science
Rachel Moore,17,3.05,32,Senior,Marketing
Kaden Moore,19,3.45,14,Sophomore,Construction
Katerina Garcia,19,2.04,48,Victory Lap,Early College
Joe Smith,17,3.26,38,Sophomore,Criminal Justice
Roman Johnson,15,0.9,13,Junior,Marketing
Emma Garcia,15,4.02,6,Sophomore,Culinary
Benedict Miller,17,0.33,0,Victory Lap,Early College
Roman Davis,15,0.76,55,Senior,Early College
Jill Willaims,14,1.95,50,Sophomore,Computer Science
Joe Foster,19,2.83,59,Sophomore,Criminal Justice
Alexis Wilson,17,1.15,26,Senior,Bio Med
Kyan Miller,14,2.22,33,Victory Lap,Computer Science
Kyan Jones,16,1.91,23,Victory Lap,Criminal Justice
Lucian Manukyan,15,2.77,54,Senior,Early Childhood Education
Roman Garcia,17,1.74,56,Freshman,Early Childhood Education
Jill Johnson,14,3.88,54,Junior,Business
Jill Moore,19,1.87,22,Junior,Business
Andrew Garcia,14,3.77,20,Senior,Computer Science
Emma Smith,17,1.53,45,Sophomore,Early College
Lucian DeFreitas,15,2.17,1,Victory Lap,Business
Jane Davis,16,2.79,46,Junior,Criminal Justice
Emma Manukyan,17,1.85,59,Freshman,Early College
Lucian Fogarty,18,2.93,33,Freshman,Computer Science
Emma Miller,17,0.8,51,Junior,Early College
Benedict Foster,19,2.28,2,Junior,Early Childhood Education
Keaton Willaims,19,4.05,1,Victory Lap,Criminal Justice
Keaton Willaims,16,2.19,49,Freshman,Computer Science
Kaden Johnson,16,0.4,38,Sophomore,Early College
Kaden Johnson,17,2.67,35,Junior,Bio Med
Rachel Miller,18,2.79,55,Victory Lap,Early Childhood Education
Lisa Jones,14,4.03,38,Victory Lap,Marketing
Alexis Moore,15,2.32,6,Victory Lap,Early Childhood Education
Ben Garcia,14,0.36,13,Senior,Construction
Benedict Willaims,16,4.11,54,Sophomore,Criminal Justice
Rachel Wilson,19,1.86,13,Victory Lap,Marketing
Kyan Smith,16,3.91,27,Freshman,Computer Science
Danielle Brown,16,4.17,4,Sophomore,Engineering
Andrew Willaims,19,2.8,43,Victory Lap,Engineering
Mac Foster,15,2.78,14,Freshman,Early College
Rachel Fogarty,16,0.47,38,Junior,Computer Science
Ben Manukyan,19,2.26,51,Senior,Criminal Justice
Lisa Wilson,15,2.08,42,Junior,Early College
Joe Brown,18,2.97,47,Sophomore,Construction
Roman Willaims,15,1.53,19,Freshman,Computer Science
Emma Davis,14,2.12,16,Sophomore,Bio Med
Kaden Brown,18,0.4,18,Freshman,Early Childhood Education
Jill Miller,16,4.2,57,Freshman,Bio Med
Andrew Garcia,16,2.7,6,Sophomore,Early Childhood Education
Elijah DeFreitas,14,3.83,17,Victory Lap,Culinary
Rachel Smith,14,1.11,12,Victory Lap,Computer Science
Joe Wilson,19,3.77,33,Senior,Bio Med
Van Fogarty,16,1.86,9,Senior,Early Childhood Education
Marge Willaims,17,4.29,42,Junior,Engineering
Danielle Fogarty,15,4.13,25,Victory Lap,Early Childhood Education
Lucian Foster,15,0.42,59,Junior,Business
Aiden Foster,16,3.6,29,Freshman,Computer Science
Keaton Smith,14,2.96,31,Senior,Construction
Danielle Moore,16,1.56,0,Senior,Computer Science
Joe Smith,15,3.34,27,Freshman,Business
Ben Foster,16,1.54,35,Freshman,Marketing
Katerina Wilson,14,2.11,38,Sophomore,Early Childhood Education
Lucian DeFreitas,19,1.56,27,Junior,Early Childhood Education
Jane Moore,16,3.2,41,Victory Lap,Criminal Justice
Emma Manukyan,17,0.34,34,Senior,Computer Science
Lisa Fogarty,16,1.98,58,Junior,Bio Med
Mac Smith,16,0.55,36,Senior,Construction
Kyan Brown,15,0.45,50,Freshman,Marketing
Andrew Anderson,19,2.47,51,Junior,Culinary
Lisa Anderson,16,1.76,32,Freshman,Culinary
Andrew Anderson,18,2.62,30,Sophomore,Early College
Kaden Moore,18,3.94,7,Sophomore,Bio Med
Benedict Miller,15,4.05,22,Sophomore,Business
Benedict Manukyan,17,2.63,44,Senior,Early Childhood Education
Roman Garcia,15,0.95,20,Senior,Culinary
Emma Manukyan,17,0.66,4,Victory Lap,Construction
Lucian Willaims,16,2.17,38,Freshman,Business
Andrew DeFreitas,18,2.54,60,Victory Lap,Business
Joe Willaims,16,1.22,10,Freshman,Business
Joe Miller,16,3.99,52,Junior,Criminal Justice
Lisa Fogarty,15,1.2,45,Freshman,Business
Keaton Johnson,17,1.15,26,Junior,Criminal Justice
Aiden DeFreitas,16,2.54,31,Sophomore,Engineering
Roman Moore,17,1.21,51,Freshman,Business
Lisa Garcia,18,2.07,18,Freshman,Construction
Rachel Garcia,19,1.01,46,Junior,Early Childhood Education
Rachel Moore,17,1.47,53,Sophomore,Criminal Justice
Joe Anderson,14,2.1,55,Sophomore,Construction
Noah Fogarty,18,3.49,42,Victory Lap,Marketing
Rachel Foster,16,4.2,12,Sophomore,Business
Marge DeFreitas,16,0.81,48,Freshman,Marketing
Alexis Anderson,17,0.48,54,Freshman,Bio Med
Kaden Fogarty,19,2.34,31,Victory Lap,Early Childhood Education
Benedict Manukyan,19,3.41,2,Sophomore,Construction
Aiden Garcia,15,2.63,34,Sophomore,Business
Rachel Fogarty,18,1.33,46,Senior,Computer Science
Elijah Jones,19,2.75,54,Victory Lap,Early Childhood Education
Emmy Manukyan,17,1.56,39,Senior,Bio Med
Katerina Miller,17,1.49,54,Victory Lap,Computer Science
Emmy Foster,15,0.75,26,Sophomore,Early Childhood Education
Mac Davis,18,1.85,44,Junior,Business
Ben Willaims,14,2.47,50,Junior,Marketing
Jill Smith,18,3.23,29,Victory Lap,Engineering
Aiden Fogarty,15,3.88,41,Senior,Early Childhood Education
Lucian Wilson,18,4.04,0,Junior,Early Childhood Education
Marge DeFreitas,17,2.16,15,Victory Lap,Criminal Justice
Elijah Garcia,14,1.78,49,Senior,Computer Science
Lucian Manukyan,19,4.1,8,Sophomore,Marketing
Marge Davis,16,2.57,11,Junior,Early Childhood Education
Roman Garcia,19,2.0,35,Senior,Marketing
Aiden Anderson,16,3.39,13,Senior,Business
Roman Fogarty,15,0.71,0,Victory Lap,Criminal Justice
Roman Davis,17,1.23,32,Junior,Early College
Emma Willaims,16,3.22,55,Senior,Criminal Justice
Aiden Johnson,14,1.49,47,Freshman,Engineering
Marge Brown,19,1.76,4,Victory Lap,Criminal Justice
Danielle Manukyan,18,1.77,55,Senior,Criminal Justice
Benedict Fogarty,19,0.39,24,Sophomore,Business
Benedict Moore,17,3.29,12,Freshman,Early Childhood Education
Roman Davis,14,4.18,22,Freshman,Early Childhood Education
Alexis Jones,14,3.75,55,Sophomore,Culinary
Rachel Moore,15,2.8,15,Sophomore,Marketing
Danielle Davis,19,2.78,12,Sophomore,Construction
Alexis Brown,16,0.44,35,Senior,Computer Science
Lisa Jones,15,2.42,23,Victory Lap,Criminal Justice
Marge Wilson,16,0.43,34,Sophomore,Bio Med
Aiden Brown,17,3.71,33,Senior,Engineering
Ben Garcia,18,3.2,36,Freshman,Engineering
Emmy Miller,18,0.7,42,Freshman,Marketing
Aiden DeFreitas,17,4.2,1,Freshman,Computer Science
Mac Jones,16,0.93,27,Victory Lap,Engineering
Joe Moore,14,3.81,46,Senior,Bio Med
Andrew DeFreitas,16,0.51,47,Senior,Criminal Justice
Van Jones,18,3.6,20,Junior,Construction
Danielle Fogarty,15,3.5,22,Freshman,Early Childhood Education
Emma DeFreitas,18,1.72,36,Sophomore,Early College
Marge DeFreitas,15,3.07,0,Victory Lap,Early College
Keaton Jones,19,1.71,47,Junior,Bio Med
Van Garcia,16,0.58,2,Senior,Engineering
Andrew Smith,16,1.26,59,Sophomore,Bio Med
Kyan Davis,16,2.54,4,Victory Lap,Engineering
Emmy Garcia,15,3.14,29,Senior,Early College
Lisa Brown,16,4.19,9,Freshman,Business
Jill Moore,18,1.51,22,Junior,Early College
Marge Brown,18,3.9,41,Senior,Computer Science
Lisa Johnson,18,3.41,49,Sophomore,Bio Med
Van Wilson,17,0.69,37,Sophomore,Bio Med
Ben Foster,16,3.86,23,Sophomore,Early Childhood Education
Roman Moore,17,2.71,46,Junior,Construction
Marge Miller,17,0.75,41,Junior,Engineering
Roman Wilson,16,3.99,58,Junior,Culinary
Andrew Moore,17,2.59,35,Junior,Early College
Alexis Davis,16,3.5,54,Senior,Culinary
Lisa Davis,17,3.07,8,Junior,Computer Science
Jill Davis,15,3.22,52,Victory Lap,Engineering
Jill Moore,14,1.71,11,Sophomore,Computer Science
Kaden Smith,19,0.77,29,Freshman,Business
Andrew Jones,16,1.94,33,Sophomore,Business
Benedict DeFreitas,15,0.65,26,Junior,Bio Med
Jane Miller,16,4.14,53,Junior,Business
Roman Johnson,14,1.53,8,Junior,Computer Science
Jane Moore,17,0.89,50,Freshman,Business
Jill Anderson,16,0.96,46,Senior,Criminal Justice
Elijah Moore,14,3.36,40,Sophomore,Bio Med
Katerina Foster,18,2.81,2,Victory Lap,Engineering
Roman Fogarty,14,2.33,33,Junior,Early College
Emmy DeFreitas,14,1.95,21,Freshman,Bio Med
Benedict Jones,14,3.6,55,Sophomore,Construction
Noah Fogarty,16,1.79,48,Junior,Early College
Kyan Wilson,16,2.01,49,Sophomore,Construction
Roman Willaims,16,0.77,4,Senior,Engineering
Noah Davis,17,1.57,6,Sophomore,Criminal Justice
Andrew Willaims,18,4.09,42,Sophomore,Criminal Justice
Andrew Brown,18,1.11,24,Junior,Early Childhood Education
Roman Fogarty,19,2.53,46,Freshman,Marketing
Noah DeFreitas,17,0.68,0,Freshman,Business
Elijah Wilson,14,0.58,12,Victory Lap,Engineering
Mac Brown,19,1.95,39,Victory Lap,Construction
Alexis Fogarty,14,0.39,38,Sophomore,Early Childhood Education
Katerina Moore,15,1.98,3,Junior,Bio Med
Kyan Jones,14,1.51,46,Freshman,Criminal Justice
Lisa Fogarty,16,4.17,2,Victory Lap,Bio Med
Kyan Wilson,15,0.58,39,Senior,Culinary
Kyan Willaims,17,4.28,44,Sophomore,Bio Med
Keaton Jones,19,2.53,48,Victory Lap,Bio Med
Roman Garcia,19,2.4,48,Freshman,Early College
Jill Jones,17,1.34,27,Victory Lap,Engineering
Noah Johnson,18,3.52,0,Junior,Culinary
Keaton Miller,14,2.77,0,Sophomore,Early Childhood Education
Noah Miller,14,3.0,0,Victory Lap,Early Childhood Education
Noah Smith,18,3.66,4,Victory Lap,Engineering
Aiden Moore,15,1.93,5,Sophomore,Marketing
Lisa Fogarty,18,2.28,19,Victory Lap,Marketing
Keaton Anderson,16,1.61,32,Sophomore,Early College
Alexis Johnson,17,1.09,12,Junior,Marketing
Kaden Anderson,14,4.27,10,Freshman,Computer Science
Katerina Jones,15,3.45,7,Sophomore,Early College
Mac Willaims,18,3.28,60,Sophomore,Criminal Justice
Kyan Foster,19,3.0,8,Senior,Computer Science
Alexis Jones,19,1.16,52,Freshman,Computer Science
Emma Jones,16,3.3,24,Junior,Culinary
Andrew Wilson,18,1.35,20,Senior,Early Childhood Education
Noah Davis,19,2.09,15,Victory Lap,Business
Keaton DeFreitas,16,3.56,47,Junior,Early College
Joe Davis,19,3.74,5,Junior,Early Childhood Education
Jane Foster,15,1.53,1,Sophomore,Bio Med
Van Manukyan,18,1.25,40,Freshman,Construction
Van Moore,18,1.16,38,Sophomore,Marketing
Emma Davis,14,2.07,18,Victory Lap,Early College
Aiden Anderson,14,1.84,32,Sophomore,Early College
Van Manukyan,18,0.64,27,Victory Lap,Engineering
Jane Garcia,16,3.8,58,Freshman,Construction
Ben Wilson,14,2.76,23,Freshman,Early Childhood Education
Jane Smith,19,1.88,14,Freshman,Construction
Joe Moore,15,0.69,3,Freshman,Early College
Noah Wilson,19,2.56,7,Freshman,Criminal Justice
Noah Smith,17,3.96,8,Sophomore,Engineering
Mac Miller,15,4.16,19,Senior,Engineering
Van Johnson,16,3.67,20,Senior,Construction
Elijah Foster,16,3.06,41,Freshman,Computer Science
Rachel Jones,17,2.39,60,Freshman,Engineering
Rachel Anderson,16,0.61,16,Victory Lap,Construction
Joe Anderson,14,1.97,18,Senior,Culinary
Elijah Moore,14,4.13,31,Senior,Computer Science
Ben Miller,19,2.22,6,Junior,Criminal Justice
Lisa Willaims,18,3.23,20,Junior,Early Childhood Education
Emma Anderson,14,1.24,31,Junior,Business
Elijah Jones,15,1.37,23,Sophomore,Business
Alexis Smith,18,2.78,10,Junior,Culinary
Lucian Johnson,16,4.23,31,Junior,Bio Med
Benedict Johnson,14,0.57,3,Freshman,Culinary
Noah Jones,16,1.11,30,Junior,Computer Science
Kaden Davis,18,3.19,58,Senior,Early College
Emmy Smith,19,1.28,34,Sophomore,Construction
Lisa Manukyan,14,0.92,30,Senior,Early College
Joe Garcia,15,3.98,20,Freshman,Construction
Noah DeFreitas,18,2.06,7,Junior,Early Childhood Education
Katerina Manukyan,18,3.99,35,Freshman,Bio Med
Emma Miller,14,3.51,14,Victory Lap,Criminal Justice
Elijah Fogarty,14,0.61,5,Sophomore,Marketing
Katerina Davis,17,2.08,53,Victory Lap,Bio Med
Marge Willaims,16,1.16,54,Junior,Early Childhood Education
Benedict DeFreitas,15,2.21,45,Senior,Culinary
Kyan Brown,16,2.18,55,Sophomore,Construction
Emmy Johnson,16,1.8,57,Freshman,Business
Andrew Moore,17,2.35,19,Senior,Early Childhood Education
Marge Fogarty,16,2.95,24,Freshman,Bio Med
Van Wilson,14,2.76,55,Junior,Marketing
Emmy Johnson,15,2.94,23,Victory Lap,Marketing
Van Davis,19,2.21,5,Freshman,Engineering
Emmy Anderson,16,3.54,5,Senior,Business
Aiden DeFreitas,17,4.21,55,Senior,Culinary
Danielle Davis,15,0.94,11,Victory Lap,Computer Science
Katerina Miller,19,2.74,54,Junior,Early College
Jane Manukyan,19,4.24,9,Freshman,Early Childhood Education
Danielle Foster,15,2.26,40,Senior,Early College
Jill Garcia,14,1.56,20,Freshman,Engineering
Andrew Moore,18,1.87,3,Freshman,Construction
Lisa DeFreitas,18,0.45,30,Senior,Business
Ben Willaims,18,3.35,53,Freshman,Early College
Aiden Miller,15,2.95,35,Freshman,Culinary
Eliana Smith,15,2.42,0,Freshman,Early College
Andrew Wilson,15,1.35,2,Senior,Early Childhood Education
Alexis Moore,15,1.96,10,Sophomore,Early Childhood Education
Lucian Manukyan,15,3.4,58,Junior,Computer Science
Marge Smith,17,3.4,1,Freshman,Construction
Roman Moore,15,3.52,47,Freshman,Early College
Jane Smith,17,4.16,9,Senior,Culinary
Katerina Manukyan,17,1.22,13,Sophomore,Construction
Alexis Willaims,19,3.15,53,Senior,Criminal Justice
Jane Fogarty,18,3.35,31,Victory Lap,Computer Science
Lucian Smith,19,1.09,1,Sophomore,Culinary
Katerina Jones,16,2.73,48,Sophomore,Criminal Justice
Rachel Anderson,19,2.17,29,Freshman,Culinary
Katerina Willaims,15,3.5,19,Junior,Computer Science
Emma Miller,14,4.08,8,Freshman,Early Childhood Education
Kaden Manukyan,15,2.85,29,Freshman,Early College
Andrew Moore,14,2.04,7,Sophomore,Early College
Emma Wilson,14,3.57,18,Freshman,Criminal Justice
Van Wilson,18,0.39,56,Sophomore,Construction
Elijah Anderson,15,4.1,51,Senior,Marketing
Van Davis,18,0.72,51,Victory Lap,Criminal Justice
Eliana DeFreitas,14,3.7,3,Junior,Engineering
Roman Moore,18,0.63,20,Sophomore,Bio Med
Rachel Brown,14,2.25,34,Junior,Engineering
Roman Davis,18,1.01,54,Freshman,Construction
Emmy Willaims,18,0.34,4,Senior,Computer Science
Mac Smith,15,1.6,53,Sophomore,Construction
Kaden Davis,18,3.55,58,Freshman,Culinary
Ben DeFreitas,16,2.38,31,Junior,Culinary
Jill Brown,15,3.54,31,Victory Lap,Computer Science
Jill Davis,17,1.27,18,Senior,Bio Med
Jane Moore,18,3.96,29,Sophomore,Criminal Justice
Jill Smith,18,2.07,31,Freshman,Construction
Kaden Foster,19,2.54,29,Senior,Engineering
Noah Manukyan,19,2.8,56,Victory Lap,Early Childhood Education
Elijah Miller,19,2.08,11,Sophomore,Bio Med
Van Smith,18,2.26,21,Victory Lap,Computer Science
Andrew Anderson,15,2.36,9,Sophomore,Early College
Jill Manukyan,16,2.17,1,Sophomore,Culinary
Benedict Anderson,16,2.94,59,Sophomore,Bio Med
Rachel Smith,17,2.5,21,Sophomore,Early College
Danielle Moore,16,1.86,26,Freshman,Marketing
Elijah Jones,15,1.54,49,Senior,Construction
Van Moore,15,0.84,6,Sophomore,Marketing
Kyan Brown,15,2.85,11,Senior,Construction
Aiden Smith,15,1.27,44,Freshman,Early College
Kaden Johnson,19,2.85,16,Senior,Bio Med
Keaton DeFreitas,16,1.2,48,Freshman,Early Childhood Education
Joe Moore,16,0.66,14,Sophomore,Business
Kyan Garcia,15,3.49,14,Sophomore,Bio Med
Lucian Garcia,19,2.94,22,Victory Lap,Marketing
Keaton Garcia,17,2.64,51,Junior,Criminal Justice
Aiden Foster,15,3.22,57,Freshman,Engineering
Kaden DeFreitas,15,2.09,15,Victory Lap,Marketing
Keaton Fogarty,14,4.18,54,Senior,Early College
Kaden Manukyan,15,0.82,27,Victory Lap,Bio Med
Jill Willaims,15,3.85,11,Victory Lap,Construction
Aiden Wilson,19,3.4,56,Victory Lap,Computer Science
Jill Fogarty,14,1.83,2,Senior,Computer Science
Rachel Wilson,16,4.1,5,Junior,Early College
Danielle Garcia,15,1.85,32,Senior,Marketing
Marge Smith,15,2.52,44,Sophomore,Bio Med
Jill Johnson,14,3.75,55,Senior,Engineering
Kaden Willaims,14,1.9,34,Junior,Bio Med
Aiden Willaims,16,3.48,55,Freshman,Culinary
Kyan Manukyan,16,1.01,49,Victory Lap,Computer Science
Kaden Johnson,16,1.44,51,Freshman,Construction
Elijah Miller,16,3.16,59,Victory Lap,Bio Med
Eliana Jones,14,0.36,34,Freshman,Marketing
Marge Fogarty,17,3.47,9,Freshman,Criminal Justice
Aiden Johnson,16,1.03,39,Senior,Early Childhood Education
Lucian Moore,17,1.25,48,Victory Lap,Bio Med
Jane Miller,17,3.11,13,Junior,Engineering
Roman Brown,17,1.74,19,Freshman,Bio Med
Lisa Miller,17,2.65,22,Sophomore,Construction
Emmy Fogarty,15,2.15,44,Victory Lap,Early College
Jill Johnson,16,1.66,58,Junior,Marketing
Emma Davis,18,2.28,18,Senior,Marketing
Rachel Foster,15,3.45,13,Senior,Business
Lucian Foster,17,4.24,17,Freshman,Early College
Aiden DeFreitas,18,0.51,20,Sophomore,Bio Med
Aiden Moore,15,4.2,9,Junior,Business
Marge Anderson,15,3.85,19,Junior,Business
Roman Manukyan,14,2.9,14,Senior,Marketing
Roman Foster,17,3.56,9,Sophomore,Engineering
Eliana Moore,14,3.98,0,Freshman,Bio Med
Roman Smith,16,2.21,55,Senior,Marketing
Jill Smith,14,3.72,24,Victory Lap,Bio Med
Danielle Fogarty,14,0.79,19,Senior,Bio Med
Kyan Brown,14,3.15,27,Victory Lap,Computer Science
Eliana Johnson,19,1.84,37,Junior,Marketing
Mac Moore,14,3.11,16,Sophomore,Engineering
Kaden Foster,18,3.29,33,Freshman,Marketing
Benedict Johnson,17,0.6,34,Sophomore,Engineering
Lisa Davis,16,2.12,44,Senior,Bio Med
Roman Brown,18,3.84,0,Freshman,Marketing
Benedict Wilson,17,3.42,47,Freshman,Construction
Jane Brown,18,4.22,31,Victory Lap,Early Childhood Education
Mac Willaims,16,2.95,21,Freshman,Computer Science
Jill Fogarty,19,1.73,14,Senior,Marketing
Jill Davis,14,3.12,53,Sophomore,Business
